,0,1,2,3,4,5,6,7,8,9,10,11
1,Write-In cells: 254,,,,,,,,,,,
2,Overvote cells: 231,,,,,,,,,,,
3,Luis Tejada: 0,,,,,,,,,,,
4,Carmen R. Quinones: 1,,,,,,,,,,,
5,Stacy R. Lynch: 2,,,,,,,,,,,
6,Keith L. Harris: 3,,,,,,,,,,,
7,Maria Ordonez: 4,,,,,,,,,,,
8,Daniel M. Cohen: 5,,,,,,,,,,,
9,Raymond Sanchez Jr.: 6,,,,,,,,,,,
10,Miguel Estrella: 7,,,,,,,,,,,
11,Corey Ortega: 8,,,,,,,,,,,
12,Shaun Abreu: 9,,,,,,,,,,,
13,Lena Melendez: 10,,,,,,,,,,,
14,Marti Gould  Allen-Cummings: 11,,,,,,,,,,,
90180,0,9.0,1.0,8.0,2.0,,,,,,,
90182,11,,,,,,,,,,,
90183,5,9.0,11.0,2.0,,,,,,,,
90197,9,5.0,,,,,,,,,,
90199,9,4.0,2.0,,,,,,,,,
90204,9,7.0,6.0,4.0,0.0,,,,,,,
90216,9,,,,,,,,,,,
90221,7,2.0,3.0,5.0,,,,,,,,
90223,5,9.0,11.0,8.0,4.0,,,,,,,
90225,5,,,,,,,,,,,
90227,9,4.0,3.0,11.0,1.0,,,,,,,
90229,9,5.0,6.0,3.0,,,,,,,,
90231,6,9.0,5.0,,,,,,,,,
90232,5,4.0,,,,,,,,,,
90237,11,1.0,4.0,10.0,2.0,,,,,,,
90238,2,,,,,,,,,,,
90241,4,8.0,2.0,7.0,10.0,,,,,,,
90243,9,5.0,,,,,,,,,,
90245,9,,,,,,,,,,,
90250,5,,,,,,,,,,,
90253,9,5.0,4.0,,,,,,,,,
90255,5,9.0,,,,,,,,,,
90269,5,2.0,8.0,4.0,11.0,,,,,,,
90275,3,2.0,,,,,,,,,,
90278,0,9.0,4.0,11.0,5.0,,,,,,,
90280,5,8.0,2.0,0.0,4.0,,,,,,,
90284,9,3.0,,,,,,,,,,
90289,2,,,,,,,,,,,
90293,4,5.0,,,,,,,,,,
90312,9,,,,,,,,,,,
90313,5,6.0,4.0,,,,,,,,,
90321,5,9.0,2.0,,,,,,,,,
90328,11,4.0,8.0,10.0,5.0,,,,,,,
90329,3,4.0,8.0,,,,,,,,,
90336,9,5.0,6.0,11.0,3.0,,,,,,,
90338,9,4.0,11.0,5.0,,,,,,,,
90345,8,5.0,9.0,,,,,,,,,
90346,1,5.0,3.0,4.0,9.0,,,,,,,
90356,11,4.0,5.0,,,,,,,,,
90362,11,,,,,,,,,,,
90364,4,3.0,9.0,2.0,10.0,,,,,,,
90367,6,2.0,5.0,3.0,11.0,,,,,,,
90376,9,1.0,0.0,7.0,10.0,,,,,,,
90377,5,4.0,9.0,,,,,,,,,
90381,4,1.0,0.0,2.0,7.0,,,,,,,
90388,7,2.0,6.0,11.0,10.0,,,,,,,
90396,10,1.0,9.0,2.0,4.0,,,,,,,
90404,5,4.0,2.0,9.0,,,,,,,,
90406,11,9.0,0.0,1.0,6.0,,,,,,,
90409,9,0.0,5.0,,,,,,,,,
90415,9,2.0,,,,,,,,,,
90416,9,2.0,,,,,,,,,,
90422,3,4.0,10.0,11.0,1.0,,,,,,,
90429,1,6.0,9.0,2.0,,,,,,,,
90436,9,6.0,11.0,4.0,3.0,,,,,,,
90437,3,2.0,9.0,0.0,5.0,,,,,,,
90438,9,5.0,0.0,,,,,,,,,
90440,0,1.0,5.0,2.0,3.0,,,,,,,
90441,4,9.0,5.0,11.0,0.0,,,,,,,
90446,9,0.0,2.0,10.0,1.0,,,,,,,
90450,9,11.0,0.0,8.0,,,,,,,,
90461,9,5.0,2.0,4.0,0.0,,,,,,,
90462,11,2.0,9.0,,,,,,,,,
90463,5,9.0,,,,,,,,,,
90465,9,1.0,8.0,2.0,7.0,,,,,,,
90469,5,9.0,,,,,,,,,,
90484,11,4.0,5.0,9.0,8.0,,,,,,,
90485,5,9.0,,,,,,,,,,
90494,5,,,,,,,,,,,
90500,9,0.0,5.0,3.0,2.0,,,,,,,
90501,9,,,,,,,,,,,
90508,9,8.0,5.0,11.0,2.0,,,,,,,
90514,9,2.0,3.0,5.0,,,,,,,,
90517,5,0.0,9.0,1.0,3.0,,,,,,,
90522,4,3.0,11.0,5.0,0.0,,,,,,,
90523,4,11.0,9.0,,,,,,,,,
90524,9,,,,,,,,,,,
90527,9,11.0,10.0,,,,,,,,,
90534,9,5.0,1.0,4.0,8.0,,,,,,,
90538,5,11.0,,,,,,,,,,
90542,9,11.0,5.0,1.0,,,,,,,,
90544,4,10.0,2.0,,,,,,,,,
90548,9,5.0,3.0,1.0,2.0,,,,,,,
90554,9,5.0,3.0,2.0,,,,,,,,
90557,4,11.0,10.0,,,,,,,,,
90569,8,3.0,1.0,0.0,,,,,,,,
90577,11,2.0,5.0,9.0,0.0,,,,,,,
90702,4,,,,,,,,,,,
90703,9,,,,,,,,,,,
90705,11,6.0,7.0,0.0,9.0,,,,,,,
90706,6,3.0,2.0,8.0,10.0,,,,,,,
90709,9,2.0,,,,,,,,,,
90710,9,5.0,2.0,,,,,,,,,
90711,1,,,,,,,,,,,
90714,3,6.0,5.0,2.0,9.0,,,,,,,
90718,0,9.0,2.0,11.0,6.0,,,,,,,
90719,9,0.0,10.0,7.0,3.0,,,,,,,
90721,9,11.0,,,,,,,,,,
90722,6,4.0,,,,,,,,,,
90723,9,,,,,,,,,,,
90724,2,11.0,,,,,,,,,,
90731,4,8.0,10.0,0.0,,,,,,,,
90734,10,,,,,,,,,,,
90737,4,9.0,8.0,2.0,5.0,,,,,,,
90739,9,,,,,,,,,,,
90740,4,,,,,,,,,,,
90743,6,9.0,5.0,0.0,4.0,,,,,,,
90744,9,,,,,,,,,,,
90745,9,3.0,7.0,,,,,,,,,
90746,8,4.0,10.0,1.0,0.0,,,,,,,
90747,9,0.0,,,,,,,,,,
90750,7,,,,,,,,,,,
90751,11,5.0,2.0,9.0,,,,,,,,
90752,11,1.0,,,,,,,,,,
90756,11,2.0,5.0,,,,,,,,,
90757,3,,,,,,,,,,,
90759,2,10.0,1.0,0.0,9.0,,,,,,,
90760,3,11.0,,,,,,,,,,
90762,10,0.0,8.0,4.0,9.0,,,,,,,
90763,6,9.0,4.0,,,,,,,,,
90764,6,,,,,,,,,,,
90771,9,7.0,,,,,,,,,,
90772,0,4.0,7.0,2.0,8.0,,,,,,,
90773,1,,,,,,,,,,,
90774,9,0.0,8.0,4.0,1.0,,,,,,,
90775,9,,,,,,,,,,,
90776,5,,,,,,,,,,,
90784,9,,,,,,,,,,,
90786,7,1.0,0.0,10.0,9.0,,,,,,,
90791,1,,,,,,,,,,,
90792,0,9.0,1.0,8.0,,,,,,,,
90793,9,,,,,,,,,,,
90797,0,9.0,,,,,,,,,,
90799,2,0.0,3.0,,,,,,,,,
90800,1,,,,,,,,,,,
90802,0,4.0,7.0,1.0,10.0,,,,,,,
90804,4,5.0,11.0,,,,,,,,,
90807,9,,,,,,,,,,,
90809,11,6.0,3.0,8.0,2.0,,,,,,,
90811,1,,,,,,,,,,,
90814,0,,,,,,,,,,,
90815,6,2.0,8.0,1.0,5.0,,,,,,,
90816,9,0.0,,,,,,,,,,
90821,8,6.0,4.0,1.0,9.0,,,,,,,
90822,9,,,,,,,,,,,
90823,8,2.0,11.0,4.0,5.0,,,,,,,
90830,5,,,,,,,,,,,
90831,11,8.0,9.0,4.0,,,,,,,,
90832,9,1.0,4.0,3.0,8.0,,,,,,,
90833,2,,,,,,,,,,,
90840,11,,,,,,,,,,,
90844,9,0.0,,,,,,,,,,
90846,9,,,,,,,,,,,
90849,9,5.0,11.0,2.0,,,,,,,,
90850,2,3.0,4.0,11.0,0.0,,,,,,,
90854,0,10.0,4.0,1.0,6.0,,,,,,,
90856,4,1.0,0.0,6.0,10.0,,,,,,,
90857,9,,,,,,,,,,,
90860,3,2.0,11.0,7.0,5.0,,,,,,,
90862,9,8.0,,,,,,,,,,
90863,4,9.0,5.0,11.0,0.0,,,,,,,
90867,8,,,,,,,,,,,
90869,1,,,,,,,,,,,
90870,9,11.0,,,,,,,,,,
90872,6,,,,,,,,,,,
90875,9,,,,,,,,,,,
90877,4,11.0,,,,,,,,,,
90879,9,0.0,8.0,,,,,,,,,
90882,9,2.0,4.0,6.0,,,,,,,,
90883,4,11.0,5.0,,,,,,,,,
90884,5,0.0,,,,,,,,,,
90885,9,4.0,0.0,,,,,,,,,
90889,9,,,,,,,,,,,
90890,0,7.0,1.0,9.0,5.0,,,,,,,
90891,9,,,,,,,,,,,
90892,5,0.0,9.0,2.0,3.0,,,,,,,
90897,11,4.0,9.0,8.0,2.0,,,,,,,
90898,6,9.0,4.0,2.0,3.0,,,,,,,
90899,4,9.0,2.0,5.0,11.0,,,,,,,
90904,9,4.0,,,,,,,,,,
90905,5,3.0,2.0,4.0,6.0,,,,,,,
90906,3,,,,,,,,,,,
90907,1,,,,,,,,,,,
90909,2,4.0,10.0,,,,,,,,,
90910,0,9.0,,,,,,,,,,
90912,9,11.0,2.0,4.0,0.0,,,,,,,
90913,9,,,,,,,,,,,
90914,2,9.0,4.0,,,,,,,,,
91735,9,0.0,,,,,,,,,,
91738,4,9.0,3.0,0.0,2.0,,,,,,,
91741,4,11.0,8.0,5.0,,,,,,,,
91742,4,5.0,9.0,,,,,,,,,
91745,9,,,,,,,,,,,
91746,4,8.0,9.0,,,,,,,,,
91748,1,0.0,4.0,10.0,3.0,,,,,,,
91749,3,5.0,,,,,,,,,,
91750,6,,,,,,,,,,,
91751,9,1.0,8.0,7.0,4.0,,,,,,,
91753,11,4.0,9.0,,,,,,,,,
91756,2,4.0,10.0,9.0,3.0,,,,,,,
91757,11,9.0,4.0,10.0,1.0,,,,,,,
91760,5,2.0,8.0,,,,,,,,,
91761,9,0.0,7.0,,,,,,,,,
91768,6,2.0,4.0,10.0,1.0,,,,,,,
91770,9,11.0,4.0,8.0,,,,,,,,
91771,2,3.0,9.0,11.0,5.0,,,,,,,
91773,9,4.0,8.0,,,,,,,,,
91774,10,9.0,0.0,,,,,,,,,
91775,5,4.0,9.0,11.0,2.0,,,,,,,
91776,9,,,,,,,,,,,
91778,0,,,,,,,,,,,
91780,9,,,,,,,,,,,
91782,4,9.0,0.0,3.0,2.0,,,,,,,
91783,8,,,,,,,,,,,
91785,6,9.0,5.0,0.0,4.0,,,,,,,
91790,3,11.0,5.0,0.0,4.0,,,,,,,
91792,2,3.0,11.0,5.0,8.0,,,,,,,
91793,4,11.0,2.0,,,,,,,,,
91796,9,,,,,,,,,,,
91799,8,6.0,2.0,3.0,7.0,,,,,,,
91800,11,4.0,,,,,,,,,,
91801,9,11.0,3.0,5.0,2.0,,,,,,,
91807,4,,,,,,,,,,,
91808,8,9.0,4.0,,,,,,,,,
91809,9,11.0,6.0,4.0,0.0,,,,,,,
91810,9,,,,,,,,,,,
91811,0,9.0,,,,,,,,,,
91812,0,2.0,4.0,10.0,,,,,,,,
91813,9,,,,,,,,,,,
91817,8,10.0,1.0,,,,,,,,,
91818,4,10.0,1.0,,,,,,,,,
91820,4,2.0,8.0,,,,,,,,,
91822,4,2.0,9.0,,,,,,,,,
91823,11,4.0,10.0,1.0,2.0,,,,,,,
91826,0,,,,,,,,,,,
91830,2,,,,,,,,,,,
91838,11,8.0,4.0,2.0,5.0,,,,,,,
91842,3,,,,,,,,,,,
91845,9,3.0,,,,,,,,,,
91848,9,3.0,,,,,,,,,,
91849,11,4.0,8.0,5.0,9.0,,,,,,,
91851,6,4.0,5.0,,,,,,,,,
91857,9,6.0,0.0,,,,,,,,,
91859,9,4.0,1.0,2.0,10.0,,,,,,,
91861,9,4.0,8.0,2.0,0.0,,,,,,,
91862,9,,,,,,,,,,,
91865,6,,,,,,,,,,,
91869,11,9.0,,,,,,,,,,
91870,4,11.0,9.0,,,,,,,,,
91872,11,9.0,4.0,8.0,10.0,,,,,,,
91874,9,2.0,3.0,10.0,8.0,,,,,,,
91875,11,8.0,5.0,3.0,4.0,,,,,,,
91876,9,0.0,1.0,4.0,7.0,,,,,,,
91878,9,,,,,,,,,,,
91879,7,8.0,6.0,4.0,10.0,,,,,,,
91880,11,4.0,10.0,,,,,,,,,
91881,0,9.0,4.0,,,,,,,,,
91885,2,3.0,,,,,,,,,,
91887,11,4.0,,,,,,,,,,
91888,11,9.0,6.0,4.0,0.0,,,,,,,
91891,2,0.0,4.0,6.0,3.0,,,,,,,
91894,4,9.0,0.0,7.0,8.0,,,,,,,
91895,1,9.0,,,,,,,,,,
91897,11,9.0,,,,,,,,,,
91905,2,10.0,1.0,6.0,7.0,,,,,,,
91906,9,,,,,,,,,,,
91907,11,0.0,3.0,2.0,4.0,,,,,,,
91914,9,7.0,,,,,,,,,,
91915,4,,,,,,,,,,,
91918,3,,,,,,,,,,,
91920,9,,,,,,,,,,,
91922,9,1.0,4.0,7.0,0.0,,,,,,,
91925,9,0.0,,,,,,,,,,
92254,5,4.0,11.0,2.0,,,,,,,,
92257,9,4.0,1.0,7.0,,,,,,,,
92261,2,3.0,9.0,10.0,4.0,,,,,,,
92267,3,4.0,1.0,9.0,,,,,,,,
92270,9,6.0,2.0,3.0,10.0,,,,,,,
92271,6,,,,,,,,,,,
92272,9,5.0,1.0,3.0,8.0,,,,,,,
92273,11,4.0,5.0,8.0,2.0,,,,,,,
92275,9,1.0,8.0,,,,,,,,,
92281,10,1.0,,,,,,,,,,
92283,4,6.0,8.0,0.0,1.0,,,,,,,
92284,8,9.0,10.0,4.0,0.0,,,,,,,
92285,9,,,,,,,,,,,
92286,5,3.0,9.0,,,,,,,,,
92289,2,11.0,,,,,,,,,,
92293,9,,,,,,,,,,,
92295,11,2.0,5.0,4.0,8.0,,,,,,,
92296,2,9.0,,,,,,,,,,
92297,2,4.0,9.0,8.0,10.0,,,,,,,
92299,7,2.0,8.0,10.0,5.0,,,,,,,
92300,4,2.0,11.0,8.0,5.0,,,,,,,
92301,9,4.0,,,,,,,,,,
92304,10,,,,,,,,,,,
92307,4,11.0,,,,,,,,,,
92309,2,,,,,,,,,,,
92316,9,,,,,,,,,,,
92317,9,11.0,0.0,,,,,,,,,
92322,6,5.0,2.0,4.0,1.0,,,,,,,
92324,7,4.0,1.0,0.0,,,,,,,,
92326,4,2.0,8.0,9.0,11.0,,,,,,,
92327,3,,,,,,,,,,,
92328,1,10.0,2.0,,,,,,,,,
92330,4,5.0,11.0,9.0,,,,,,,,
92331,1,,,,,,,,,,,
92332,9,0.0,2.0,4.0,5.0,,,,,,,
92334,4,,,,,,,,,,,
92335,9,5.0,3.0,,,,,,,,,
92336,0,9.0,,,,,,,,,,
92340,6,0.0,11.0,2.0,9.0,,,,,,,
92342,3,,,,,,,,,,,
92345,9,0.0,1.0,8.0,7.0,,,,,,,
92350,9,4.0,0.0,,,,,,,,,
92353,9,3.0,,,,,,,,,,
92354,5,0.0,9.0,,,,,,,,,
92357,11,4.0,,,,,,,,,,
92359,4,2.0,0.0,7.0,10.0,,,,,,,
92361,4,11.0,,,,,,,,,,
92364,9,,,,,,,,,,,
92365,7,9.0,4.0,2.0,1.0,,,,,,,
92366,11,2.0,4.0,1.0,8.0,,,,,,,
92368,9,2.0,10.0,5.0,0.0,,,,,,,
92369,2,4.0,10.0,11.0,1.0,,,,,,,
92372,4,11.0,,,,,,,,,,
92375,11,4.0,,,,,,,,,,
92377,2,9.0,,,,,,,,,,
92378,9,2.0,4.0,5.0,10.0,,,,,,,
92379,9,,,,,,,,,,,
92381,9,0.0,,,,,,,,,,
92382,9,0.0,4.0,,,,,,,,,
92384,3,0.0,9.0,11.0,6.0,,,,,,,
92385,9,11.0,4.0,2.0,0.0,,,,,,,
92386,3,,,,,,,,,,,
92387,8,,,,,,,,,,,
92389,4,11.0,9.0,2.0,10.0,,,,,,,
92393,4,8.0,11.0,5.0,2.0,,,,,,,
92394,9,3.0,11.0,,,,,,,,,
92395,9,11.0,5.0,6.0,,,,,,,,
92397,11,9.0,5.0,,,,,,,,,
92398,9,10.0,1.0,8.0,2.0,,,,,,,
92399,9,,,,,,,,,,,
92401,4,10.0,,,,,,,,,,
92404,9,0.0,10.0,,,,,,,,,
92405,3,8.0,2.0,,,,,,,,,
92406,9,,,,,,,,,,,
92407,11,4.0,8.0,2.0,5.0,,,,,,,
92409,9,,,,,,,,,,,
92412,0,,,,,,,,,,,
92413,11,9.0,4.0,2.0,8.0,,,,,,,
92417,9,0.0,10.0,4.0,7.0,,,,,,,
92419,9,0.0,2.0,4.0,10.0,,,,,,,
92421,5,,,,,,,,,,,
92423,11,6.0,9.0,5.0,,,,,,,,
92424,9,1.0,4.0,8.0,3.0,,,,,,,
92425,9,,,,,,,,,,,
92426,1,,,,,,,,,,,
92431,5,,,,,,,,,,,
92433,4,1.0,,,,,,,,,,
92434,7,4.0,1.0,0.0,10.0,,,,,,,
92435,7,,,,,,,,,,,
92441,0,,,,,,,,,,,
92442,11,5.0,2.0,4.0,8.0,,,,,,,
92445,9,4.0,0.0,6.0,,,,,,,,
92448,2,10.0,4.0,1.0,6.0,,,,,,,
92450,4,11.0,2.0,3.0,9.0,,,,,,,
92451,9,0.0,4.0,10.0,8.0,,,,,,,
92993,2,8.0,4.0,1.0,10.0,,,,,,,
92998,11,9.0,2.0,8.0,1.0,,,,,,,
92999,3,1.0,0.0,6.0,9.0,,,,,,,
93000,1,,,,,,,,,,,
93008,5,11.0,4.0,9.0,,,,,,,,
93009,9,5.0,2.0,8.0,3.0,,,,,,,
93025,4,5.0,,,,,,,,,,
93035,9,0.0,1.0,4.0,10.0,,,,,,,
93041,1,6.0,,,,,,,,,,
93043,9,6.0,11.0,5.0,,,,,,,,
93049,5,9.0,,,,,,,,,,
93050,2,9.0,,,,,,,,,,
93064,9,11.0,8.0,0.0,,,,,,,,
93066,1,0.0,6.0,7.0,2.0,,,,,,,
93069,4,2.0,9.0,1.0,,,,,,,,
93081,4,,,,,,,,,,,
93092,9,0.0,6.0,3.0,,,,,,,,
93102,1,,,,,,,,,,,
93103,1,6.0,,,,,,,,,,
93105,9,11.0,,,,,,,,,,
93116,11,9.0,,,,,,,,,,
93120,9,7.0,1.0,0.0,4.0,,,,,,,
93123,8,,,,,,,,,,,
93124,4,5.0,10.0,8.0,0.0,,,,,,,
93125,9,1.0,8.0,,,,,,,,,
93141,5,11.0,,,,,,,,,,
93143,9,2.0,,,,,,,,,,
93144,1,0.0,9.0,7.0,,,,,,,,
93150,9,3.0,4.0,5.0,2.0,,,,,,,
93151,9,6.0,10.0,5.0,0.0,,,,,,,
93157,4,9.0,,,,,,,,,,
93158,2,,,,,,,,,,,
93164,9,5.0,4.0,0.0,,,,,,,,
93165,9,3.0,2.0,1.0,,,,,,,,
93167,4,11.0,9.0,5.0,,,,,,,,
93169,9,2.0,5.0,8.0,11.0,,,,,,,
93170,5,9.0,8.0,3.0,,,,,,,,
93171,1,5.0,9.0,,,,,,,,,
93175,5,2.0,9.0,,,,,,,,,
93176,4,5.0,0.0,9.0,10.0,,,,,,,
93177,5,0.0,4.0,2.0,,,,,,,,
93185,9,1.0,7.0,0.0,3.0,,,,,,,
93188,9,4.0,11.0,,,,,,,,,
93199,11,5.0,8.0,9.0,,,,,,,,
93201,1,10.0,4.0,2.0,,,,,,,,
93205,5,,,,,,,,,,,
93207,9,0.0,6.0,,,,,,,,,
93211,9,11.0,0.0,1.0,4.0,,,,,,,
93217,9,11.0,5.0,,,,,,,,,
93227,9,11.0,,,,,,,,,,
93230,5,,,,,,,,,,,
93233,9,5.0,3.0,4.0,11.0,,,,,,,
93235,0,8.0,,,,,,,,,,
93236,5,9.0,2.0,11.0,,,,,,,,
93240,4,5.0,9.0,11.0,8.0,,,,,,,
93242,5,9.0,,,,,,,,,,
93243,5,9.0,4.0,11.0,2.0,,,,,,,
93246,6,3.0,5.0,,,,,,,,,
93248,6,4.0,10.0,,,,,,,,,
93258,11,2.0,,,,,,,,,,
93259,4,10.0,1.0,0.0,5.0,,,,,,,
93261,9,3.0,6.0,0.0,11.0,,,,,,,
93263,9,5.0,,,,,,,,,,
93265,1,0.0,9.0,6.0,8.0,,,,,,,
93266,2,4.0,3.0,,,,,,,,,
93268,9,6.0,0.0,8.0,7.0,,,,,,,
93278,11,9.0,5.0,2.0,4.0,,,,,,,
93282,4,,,,,,,,,,,
93295,2,4.0,9.0,5.0,11.0,,,,,,,
93297,5,9.0,,,,,,,,,,
93300,9,5.0,2.0,6.0,8.0,,,,,,,
93301,5,11.0,9.0,0.0,6.0,,,,,,,
93302,11,5.0,9.0,,,,,,,,,
93307,4,11.0,9.0,,,,,,,,,
93312,9,6.0,2.0,5.0,8.0,,,,,,,
93314,0,9.0,4.0,7.0,6.0,,,,,,,
93319,5,9.0,8.0,,,,,,,,,
93323,2,3.0,8.0,9.0,4.0,,,,,,,
93325,9,0.0,,,,,,,,,,
93327,9,6.0,5.0,,,,,,,,,
93331,11,7.0,2.0,6.0,10.0,,,,,,,
93332,9,5.0,4.0,10.0,2.0,,,,,,,
93334,5,11.0,0.0,,,,,,,,,
93336,9,5.0,2.0,,,,,,,,,
93339,11,,,,,,,,,,,
93342,9,3.0,2.0,4.0,11.0,,,,,,,
93343,2,9.0,5.0,3.0,,,,,,,,
93344,9,0.0,4.0,,,,,,,,,
93346,1,11.0,3.0,2.0,9.0,,,,,,,
93351,2,,,,,,,,,,,
93356,4,11.0,,,,,,,,,,
93365,9,5.0,6.0,,,,,,,,,
93373,4,11.0,,,,,,,,,,
93376,5,11.0,,,,,,,,,,
93378,5,,,,,,,,,,,
93380,9,,,,,,,,,,,
93381,2,4.0,10.0,11.0,1.0,,,,,,,
93386,9,,,,,,,,,,,
93393,5,9.0,11.0,,,,,,,,,
93394,4,,,,,,,,,,,
93395,9,,,,,,,,,,,
93396,1,6.0,,,,,,,,,,
93399,2,9.0,5.0,1.0,11.0,,,,,,,
93401,9,,,,,,,,,,,
93404,5,9.0,,,,,,,,,,
93408,9,4.0,,,,,,,,,,
93410,3,10.0,11.0,5.0,8.0,,,,,,,
93414,9,2.0,4.0,10.0,1.0,,,,,,,
93415,9,0.0,11.0,8.0,,,,,,,,
93425,9,4.0,11.0,2.0,5.0,,,,,,,
93426,5,4.0,11.0,,,,,,,,,
93427,2,5.0,,,,,,,,,,
93432,9,11.0,5.0,0.0,4.0,,,,,,,
93439,2,9.0,5.0,,,,,,,,,
93446,4,,,,,,,,,,,
93448,11,4.0,8.0,5.0,2.0,,,,,,,
93456,5,4.0,9.0,,,,,,,,,
93461,9,,,,,,,,,,,
93468,9,5.0,6.0,,,,,,,,,
93469,11,9.0,,,,,,,,,,
93476,11,4.0,8.0,5.0,10.0,,,,,,,
93481,9,5.0,2.0,4.0,11.0,,,,,,,
93487,2,9.0,,,,,,,,,,
93496,3,2.0,8.0,,,,,,,,,
93500,9,5.0,2.0,11.0,,,,,,,,
93502,9,5.0,4.0,0.0,3.0,,,,,,,
93511,9,,,,,,,,,,,
93512,4,,,,,,,,,,,
93524,9,,,,,,,,,,,
93527,1,6.0,5.0,0.0,4.0,,,,,,,
93529,11,9.0,2.0,,,,,,,,,
93534,4,6.0,,,,,,,,,,
93539,1,,,,,,,,,,,
93540,9,,,,,,,,,,,
93543,11,4.0,6.0,0.0,9.0,,,,,,,
93549,11,,,,,,,,,,,
93564,2,,,,,,,,,,,
93568,0,11.0,,,,,,,,,,
93569,5,,,,,,,,,,,
93574,3,9.0,8.0,,,,,,,,,
93579,5,9.0,2.0,0.0,6.0,,,,,,,
93584,5,9.0,3.0,0.0,4.0,,,,,,,
93592,1,,,,,,,,,,,
93599,11,5.0,3.0,2.0,,,,,,,,
93606,2,9.0,,,,,,,,,,
93612,9,8.0,5.0,2.0,1.0,,,,,,,
93616,9,4.0,,,,,,,,,,
93621,1,3.0,8.0,0.0,7.0,,,,,,,
93623,1,,,,,,,,,,,
93631,11,5.0,,,,,,,,,,
93634,11,2.0,4.0,9.0,,,,,,,,
93642,0,9.0,4.0,,,,,,,,,
93643,1,7.0,3.0,5.0,0.0,,,,,,,
93655,2,11.0,0.0,5.0,,,,,,,,
93656,11,5.0,2.0,8.0,4.0,,,,,,,
93658,9,,,,,,,,,,,
93659,1,5.0,3.0,,,,,,,,,
93669,9,5.0,2.0,4.0,11.0,,,,,,,
93671,9,5.0,,,,,,,,,,
93674,4,11.0,8.0,,,,,,,,,
93679,5,,,,,,,,,,,
93686,3,9.0,,,,,,,,,,
93693,3,,,,,,,,,,,
93694,11,2.0,1.0,0.0,9.0,,,,,,,
93695,2,3.0,5.0,9.0,10.0,,,,,,,
93696,1,0.0,3.0,4.0,9.0,,,,,,,
93701,9,11.0,5.0,4.0,,,,,,,,
93705,9,,,,,,,,,,,
93711,6,,,,,,,,,,,
93719,4,11.0,9.0,6.0,0.0,,,,,,,
93731,4,2.0,9.0,,,,,,,,,
93735,5,4.0,9.0,,,,,,,,,
93738,9,4.0,5.0,0.0,8.0,,,,,,,
93742,9,,,,,,,,,,,
93745,7,8.0,6.0,4.0,10.0,,,,,,,
93747,9,0.0,,,,,,,,,,
93755,9,2.0,11.0,8.0,0.0,,,,,,,
93766,9,4.0,2.0,,,,,,,,,
93771,4,7.0,3.0,1.0,9.0,,,,,,,
93773,5,3.0,,,,,,,,,,
93775,4,10.0,1.0,2.0,9.0,,,,,,,
93786,1,,,,,,,,,,,
93793,4,,,,,,,,,,,
93802,5,11.0,3.0,2.0,0.0,,,,,,,
93807,9,0.0,7.0,,,,,,,,,
93811,2,,,,,,,,,,,
93819,10,1.0,5.0,9.0,2.0,,,,,,,
93823,11,4.0,5.0,,,,,,,,,
93828,0,9.0,6.0,1.0,4.0,,,,,,,
93836,4,9.0,2.0,7.0,0.0,,,,,,,
93837,3,2.0,,,,,,,,,,
93844,9,4.0,8.0,5.0,,,,,,,,
93845,11,5.0,,,,,,,,,,
93858,5,2.0,10.0,9.0,,,,,,,,
93866,0,1.0,4.0,2.0,,,,,,,,
93871,4,10.0,1.0,,,,,,,,,
93873,8,2.0,4.0,9.0,,,,,,,,
93877,1,9.0,7.0,,,,,,,,,
93879,5,,,,,,,,,,,
93881,5,,,,,,,,,,,
93885,11,1.0,3.0,4.0,5.0,,,,,,,
93888,10,4.0,11.0,,,,,,,,,
93892,9,11.0,1.0,4.0,3.0,,,,,,,
93895,11,,,,,,,,,,,
93896,5,9.0,11.0,,,,,,,,,
93897,7,8.0,,,,,,,,,,
93903,11,4.0,9.0,5.0,,,,,,,,
93905,9,6.0,5.0,8.0,0.0,,,,,,,
93910,11,5.0,4.0,,,,,,,,,
93911,2,9.0,11.0,4.0,3.0,,,,,,,
93915,11,2.0,4.0,9.0,,,,,,,,
93916,4,5.0,,,,,,,,,,
93921,9,5.0,2.0,6.0,0.0,,,,,,,
93923,3,,,,,,,,,,,
93927,8,10.0,1.0,5.0,9.0,,,,,,,
93936,9,0.0,5.0,1.0,6.0,,,,,,,
93937,4,11.0,5.0,,,,,,,,,
93938,7,0.0,,,,,,,,,,
93939,9,1.0,4.0,7.0,10.0,,,,,,,
93952,1,,,,,,,,,,,
93953,9,2.0,5.0,6.0,3.0,,,,,,,
93960,5,2.0,9.0,,,,,,,,,
93963,9,2.0,8.0,,,,,,,,,
93965,9,0.0,4.0,,,,,,,,,
93976,8,,,,,,,,,,,
93983,2,10.0,4.0,5.0,8.0,,,,,,,
93989,2,9.0,,,,,,,,,,
93992,9,,,,,,,,,,,
93995,1,9.0,8.0,2.0,7.0,,,,,,,
94002,2,10.0,5.0,9.0,0.0,,,,,,,
94010,0,,,,,,,,,,,
94013,5,,,,,,,,,,,
94017,2,5.0,3.0,9.0,,,,,,,,
94020,2,8.0,9.0,0.0,3.0,,,,,,,
94022,0,11.0,6.0,2.0,8.0,,,,,,,
94027,9,2.0,,,,,,,,,,
