,0,1,2,3,4,5,6,7,8,9,10,11
1,Write-In cells: 254,,,,,,,,,,,
2,Overvote cells: 231,,,,,,,,,,,
3,Luis Tejada: 0,,,,,,,,,,,
4,Carmen R. Quinones: 1,,,,,,,,,,,
5,Stacy R. Lynch: 2,,,,,,,,,,,
6,Keith L. Harris: 3,,,,,,,,,,,
7,Maria Ordonez: 4,,,,,,,,,,,
8,Daniel M. Cohen: 5,,,,,,,,,,,
9,Raymond Sanchez Jr.: 6,,,,,,,,,,,
10,Miguel Estrella: 7,,,,,,,,,,,
11,Corey Ortega: 8,,,,,,,,,,,
12,Shaun Abreu: 9,,,,,,,,,,,
13,Lena Melendez: 10,,,,,,,,,,,
14,Marti Gould  Allen-Cummings: 11,,,,,,,,,,,
146284,9,6.0,,,,,,,,,,
146285,10,0.0,,,,,,,,,,
146286,0,9.0,1.0,10.0,6.0,,,,,,,
146287,2,9.0,0.0,3.0,8.0,,,,,,,
146288,9,4.0,0.0,7.0,8.0,,,,,,,
146289,4,1.0,0.0,7.0,,,,,,,,
146291,8,11.0,4.0,5.0,10.0,,,,,,,
146292,2,9.0,4.0,,,,,,,,,
146294,9,,,,,,,,,,,
146295,0,,,,,,,,,,,
146296,9,6.0,7.0,2.0,8.0,,,,,,,
146297,5,4.0,6.0,,,,,,,,,
146298,9,0.0,,,,,,,,,,
146299,9,10.0,,,,,,,,,,
146300,1,,,,,,,,,,,
146301,8,,,,,,,,,,,
146302,9,0.0,,,,,,,,,,
146303,0,9.0,6.0,7.0,8.0,,,,,,,
146305,9,11.0,,,,,,,,,,
146307,11,4.0,2.0,10.0,0.0,,,,,,,
146308,0,9.0,,,,,,,,,,
146310,9,7.0,8.0,4.0,10.0,,,,,,,
146311,3,9.0,11.0,4.0,8.0,,,,,,,
146312,11,,,,,,,,,,,
146313,11,9.0,,,,,,,,,,
146314,3,,,,,,,,,,,
146315,8,9.0,4.0,,,,,,,,,
146316,9,4.0,6.0,8.0,7.0,,,,,,,
146317,9,0.0,,,,,,,,,,
146319,0,,,,,,,,,,,
146320,0,8.0,9.0,,,,,,,,,
146321,2,9.0,1.0,,,,,,,,,
146322,3,,,,,,,,,,,
146323,9,0.0,,,,,,,,,,
146324,9,2.0,5.0,6.0,8.0,,,,,,,
146326,11,2.0,4.0,3.0,8.0,,,,,,,
146327,5,4.0,0.0,8.0,2.0,,,,,,,
146328,6,0.0,9.0,2.0,3.0,,,,,,,
146329,1,,,,,,,,,,,
146330,5,,,,,,,,,,,
146331,4,11.0,9.0,2.0,8.0,,,,,,,
146332,9,0.0,8.0,,,,,,,,,
146333,1,,,,,,,,,,,
146334,9,7.0,2.0,6.0,4.0,,,,,,,
146335,3,,,,,,,,,,,
146336,9,,,,,,,,,,,
146337,0,9.0,,,,,,,,,,
146338,7,2.0,8.0,6.0,11.0,,,,,,,
146339,0,,,,,,,,,,,
146340,9,0.0,4.0,5.0,11.0,,,,,,,
146341,6,11.0,9.0,,,,,,,,,
146343,10,0.0,8.0,7.0,4.0,,,,,,,
146344,4,8.0,0.0,1.0,9.0,,,,,,,
146345,5,,,,,,,,,,,
146346,9,0.0,4.0,8.0,7.0,,,,,,,
146347,2,4.0,10.0,1.0,,,,,,,,
146348,6,,,,,,,,,,,
146350,0,7.0,8.0,,,,,,,,,
146351,4,,,,,,,,,,,
146352,8,4.0,3.0,11.0,6.0,,,,,,,
146353,0,,,,,,,,,,,
146354,5,4.0,6.0,,,,,,,,,
146355,9,,,,,,,,,,,
146356,4,6.0,11.0,2.0,8.0,,,,,,,
146357,9,6.0,1.0,0.0,7.0,,,,,,,
146358,11,10.0,4.0,6.0,3.0,,,,,,,
146359,9,,,,,,,,,,,
146360,0,7.0,,,,,,,,,,
146361,0,4.0,6.0,9.0,,,,,,,,
146362,0,4.0,11.0,,,,,,,,,
146363,3,,,,,,,,,,,
146364,7,,,,,,,,,,,
146366,9,6.0,0.0,,,,,,,,,
146367,0,6.0,9.0,4.0,7.0,,,,,,,
146369,3,2.0,0.0,,,,,,,,,
146370,9,2.0,5.0,3.0,11.0,,,,,,,
146371,3,,,,,,,,,,,
146374,2,3.0,7.0,0.0,9.0,,,,,,,
146375,3,,,,,,,,,,,
146376,9,3.0,,,,,,,,,,
146377,0,,,,,,,,,,,
146379,4,,,,,,,,,,,
146380,9,,,,,,,,,,,
146381,11,2.0,9.0,5.0,4.0,,,,,,,
146383,3,2.0,1.0,8.0,7.0,,,,,,,
146384,0,,,,,,,,,,,
146385,0,,,,,,,,,,,
146386,9,0.0,,,,,,,,,,
146387,4,8.0,6.0,9.0,,,,,,,,
146388,0,,,,,,,,,,,
146389,9,,,,,,,,,,,
146390,10,,,,,,,,,,,
146391,9,,,,,,,,,,,
146392,9,8.0,4.0,,,,,,,,,
146393,5,,,,,,,,,,,
146394,4,9.0,11.0,8.0,2.0,,,,,,,
146395,9,11.0,2.0,,,,,,,,,
146396,11,2.0,8.0,4.0,5.0,,,,,,,
146397,9,,,,,,,,,,,
146399,10,,,,,,,,,,,
146400,9,4.0,8.0,5.0,10.0,,,,,,,
146401,0,,,,,,,,,,,
146402,9,2.0,0.0,,,,,,,,,
146403,9,10.0,4.0,7.0,8.0,,,,,,,
146404,0,3.0,,,,,,,,,,
146405,9,3.0,11.0,6.0,5.0,,,,,,,
146406,0,,,,,,,,,,,
146407,0,,,,,,,,,,,
146408,5,2.0,8.0,9.0,,,,,,,,
146409,7,8.0,3.0,6.0,4.0,,,,,,,
146410,11,4.0,9.0,,,,,,,,,
146411,9,8.0,0.0,4.0,11.0,,,,,,,
146413,10,,,,,,,,,,,
146415,8,,,,,,,,,,,
146416,0,9.0,4.0,7.0,1.0,,,,,,,
146418,9,,,,,,,,,,,
146419,9,0.0,1.0,7.0,3.0,,,,,,,
146422,9,0.0,1.0,7.0,8.0,,,,,,,
146424,0,,,,,,,,,,,
146425,6,4.0,7.0,3.0,0.0,,,,,,,
146427,2,11.0,9.0,4.0,,,,,,,,
146428,11,,,,,,,,,,,
146432,0,4.0,10.0,8.0,7.0,,,,,,,
146433,11,,,,,,,,,,,
146435,9,,,,,,,,,,,
146436,9,,,,,,,,,,,
146437,11,0.0,9.0,,,,,,,,,
146438,0,4.0,7.0,,,,,,,,,
146439,5,9.0,,,,,,,,,,
146440,9,7.0,11.0,8.0,5.0,,,,,,,
146441,1,,,,,,,,,,,
146887,4,2.0,10.0,1.0,6.0,,,,,,,
146889,11,8.0,,,,,,,,,,
146890,11,4.0,5.0,2.0,8.0,,,,,,,
146891,7,4.0,0.0,6.0,2.0,,,,,,,
146892,2,9.0,,,,,,,,,,
146893,4,0.0,,,,,,,,,,
146897,4,0.0,9.0,1.0,8.0,,,,,,,
146898,4,11.0,1.0,9.0,2.0,,,,,,,
146900,8,4.0,,,,,,,,,,
146902,4,10.0,0.0,9.0,,,,,,,,
146905,10,1.0,4.0,,,,,,,,,
146906,4,11.0,8.0,10.0,5.0,,,,,,,
146907,9,10.0,,,,,,,,,,
146908,1,9.0,0.0,,,,,,,,,
146910,11,,,,,,,,,,,
146911,0,,,,,,,,,,,
146912,9,,,,,,,,,,,
146913,1,2.0,,,,,,,,,,
146914,10,,,,,,,,,,,
146917,10,5.0,11.0,,,,,,,,,
146918,2,,,,,,,,,,,
146919,5,,,,,,,,,,,
146920,5,9.0,11.0,,,,,,,,,
146921,1,6.0,,,,,,,,,,
146922,9,0.0,4.0,,,,,,,,,
146923,9,6.0,4.0,3.0,5.0,,,,,,,
146924,9,5.0,0.0,,,,,,,,,
146925,4,9.0,1.0,0.0,6.0,,,,,,,
146929,1,9.0,4.0,2.0,7.0,,,,,,,
146930,5,2.0,,,,,,,,,,
146931,5,,,,,,,,,,,
146932,5,9.0,0.0,8.0,4.0,,,,,,,
146934,2,3.0,11.0,,,,,,,,,
146938,5,2.0,9.0,,,,,,,,,
146939,9,,,,,,,,,,,
146940,2,11.0,8.0,10.0,9.0,,,,,,,
146941,4,,,,,,,,,,,
146942,8,,,,,,,,,,,
146943,11,,,,,,,,,,,
146944,5,9.0,11.0,,,,,,,,,
146946,7,,,,,,,,,,,
146948,6,7.0,1.0,,,,,,,,,
146951,5,9.0,8.0,11.0,4.0,,,,,,,
146952,7,,,,,,,,,,,
146954,9,0.0,10.0,2.0,4.0,,,,,,,
146956,9,,,,,,,,,,,
146957,5,4.0,9.0,,,,,,,,,
146958,0,4.0,1.0,7.0,9.0,,,,,,,
146959,8,4.0,2.0,,,,,,,,,
146961,8,2.0,,,,,,,,,,
146962,9,5.0,,,,,,,,,,
146964,7,2.0,8.0,4.0,0.0,,,,,,,
146965,10,2.0,11.0,5.0,,,,,,,,
146966,8,5.0,4.0,9.0,7.0,,,,,,,
146967,0,,,,,,,,,,,
146969,9,,,,,,,,,,,
146973,4,9.0,8.0,,,,,,,,,
146974,0,8.0,6.0,4.0,10.0,,,,,,,
146975,0,3.0,,,,,,,,,,
146976,9,3.0,11.0,4.0,,,,,,,,
146977,3,,,,,,,,,,,
146979,10,9.0,2.0,0.0,4.0,,,,,,,
146981,11,4.0,9.0,,,,,,,,,
146982,8,10.0,2.0,0.0,7.0,,,,,,,
146983,7,0.0,6.0,10.0,,,,,,,,
146984,5,1.0,10.0,4.0,3.0,,,,,,,
146985,9,4.0,3.0,5.0,,,,,,,,
146986,9,5.0,4.0,2.0,0.0,,,,,,,
146987,2,4.0,8.0,11.0,5.0,,,,,,,
146988,0,9.0,1.0,4.0,8.0,,,,,,,
146989,4,,,,,,,,,,,
146990,5,11.0,9.0,,,,,,,,,
146991,9,2.0,4.0,,,,,,,,,
146994,9,,,,,,,,,,,
146996,1,6.0,,,,,,,,,,
146997,11,2.0,8.0,,,,,,,,,
146999,9,5.0,,,,,,,,,,
147002,8,,,,,,,,,,,
147003,10,1.0,0.0,9.0,4.0,,,,,,,
147004,0,,,,,,,,,,,
147006,4,,,,,,,,,,,
147007,0,,,,,,,,,,,
147008,9,2.0,5.0,11.0,,,,,,,,
147009,7,,,,,,,,,,,
147010,1,7.0,,,,,,,,,,
147011,9,11.0,5.0,2.0,4.0,,,,,,,
147012,5,,,,,,,,,,,
147013,3,,,,,,,,,,,
147014,8,9.0,6.0,,,,,,,,,
147015,5,6.0,11.0,0.0,8.0,,,,,,,
147016,9,,,,,,,,,,,
147017,5,,,,,,,,,,,
147018,11,4.0,9.0,0.0,5.0,,,,,,,
147020,5,9.0,6.0,8.0,,,,,,,,
147022,9,4.0,,,,,,,,,,
147023,5,1.0,0.0,4.0,2.0,,,,,,,
147024,5,,,,,,,,,,,
147025,4,11.0,5.0,6.0,9.0,,,,,,,
147027,9,4.0,,,,,,,,,,
147028,5,,,,,,,,,,,
147029,5,,,,,,,,,,,
147030,0,,,,,,,,,,,
147031,4,5.0,11.0,,,,,,,,,
147032,2,1.0,4.0,10.0,5.0,,,,,,,
147033,9,0.0,10.0,4.0,8.0,,,,,,,
147034,5,9.0,11.0,,,,,,,,,
147035,11,4.0,,,,,,,,,,
147038,9,,,,,,,,,,,
147039,9,5.0,2.0,7.0,8.0,,,,,,,
147040,5,6.0,11.0,0.0,8.0,,,,,,,
147041,2,5.0,,,,,,,,,,
147042,9,5.0,4.0,2.0,6.0,,,,,,,
147043,9,11.0,4.0,8.0,5.0,,,,,,,
147044,11,9.0,4.0,,,,,,,,,
147045,11,4.0,,,,,,,,,,
147046,5,6.0,,,,,,,,,,
147048,10,,,,,,,,,,,
147049,11,3.0,5.0,4.0,9.0,,,,,,,
147050,2,9.0,11.0,5.0,4.0,,,,,,,
147051,5,2.0,4.0,8.0,,,,,,,,
147052,11,4.0,5.0,2.0,,,,,,,,
147053,9,5.0,6.0,8.0,0.0,,,,,,,
147054,8,7.0,6.0,,,,,,,,,
147055,1,,,,,,,,,,,
147056,8,9.0,4.0,2.0,5.0,,,,,,,
147057,9,11.0,,,,,,,,,,
147058,4,,,,,,,,,,,
147059,5,11.0,2.0,4.0,8.0,,,,,,,
147060,9,5.0,0.0,4.0,6.0,,,,,,,
147061,11,4.0,8.0,2.0,5.0,,,,,,,
147062,5,2.0,11.0,,,,,,,,,
147063,5,4.0,11.0,,,,,,,,,
147064,5,2.0,9.0,,,,,,,,,
147065,11,,,,,,,,,,,
147066,9,5.0,2.0,4.0,6.0,,,,,,,
147067,4,2.0,8.0,11.0,,,,,,,,
147068,11,4.0,2.0,8.0,,,,,,,,
147069,2,5.0,11.0,8.0,,,,,,,,
147070,11,9.0,,,,,,,,,,
147071,5,,,,,,,,,,,
147072,9,5.0,11.0,2.0,,,,,,,,
147074,2,9.0,,,,,,,,,,
147075,9,,,,,,,,,,,
147076,9,,,,,,,,,,,
147077,0,,,,,,,,,,,
147078,11,8.0,4.0,0.0,,,,,,,,
147079,9,8.0,4.0,0.0,,,,,,,,
147080,6,,,,,,,,,,,
147081,0,9.0,4.0,7.0,8.0,,,,,,,
147082,4,11.0,8.0,,,,,,,,,
147084,0,1.0,10.0,6.0,2.0,,,,,,,
147085,2,9.0,3.0,5.0,11.0,,,,,,,
147086,9,,,,,,,,,,,
147088,4,0.0,9.0,8.0,7.0,,,,,,,
147089,2,0.0,9.0,10.0,4.0,,,,,,,
147090,9,0.0,6.0,,,,,,,,,
147091,0,7.0,8.0,4.0,9.0,,,,,,,
147092,0,,,,,,,,,,,
147093,9,,,,,,,,,,,
147094,1,10.0,4.0,6.0,7.0,,,,,,,
147096,0,,,,,,,,,,,
147098,0,9.0,6.0,,,,,,,,,
147099,11,4.0,0.0,8.0,9.0,,,,,,,
147100,4,10.0,1.0,0.0,2.0,,,,,,,
147102,0,5.0,10.0,4.0,9.0,,,,,,,
147105,6,0.0,10.0,9.0,,,,,,,,
147107,11,0.0,9.0,4.0,2.0,,,,,,,
147108,9,7.0,2.0,3.0,6.0,,,,,,,
147110,4,11.0,5.0,9.0,,,,,,,,
147111,9,,,,,,,,,,,
147112,0,9.0,3.0,8.0,10.0,,,,,,,
147113,9,,,,,,,,,,,
147114,3,,,,,,,,,,,
147115,0,9.0,4.0,7.0,,,,,,,,
147116,6,,,,,,,,,,,
147117,0,,,,,,,,,,,
147118,9,0.0,7.0,4.0,5.0,,,,,,,
147119,0,,,,,,,,,,,
147121,0,,,,,,,,,,,
147122,6,,,,,,,,,,,
147123,4,9.0,,,,,,,,,,
147124,11,1.0,4.0,2.0,0.0,,,,,,,
147125,4,11.0,3.0,6.0,,,,,,,,
147126,9,6.0,2.0,,,,,,,,,
147128,11,9.0,,,,,,,,,,
147131,7,2.0,8.0,9.0,,,,,,,,
147132,10,4.0,1.0,,,,,,,,,
147134,4,10.0,1.0,7.0,8.0,,,,,,,
147135,9,11.0,,,,,,,,,,
147136,9,0.0,1.0,6.0,10.0,,,,,,,
147137,9,8.0,0.0,4.0,7.0,,,,,,,
147138,9,,,,,,,,,,,
147139,4,11.0,2.0,8.0,5.0,,,,,,,
147140,9,4.0,0.0,7.0,1.0,,,,,,,
147141,9,2.0,3.0,11.0,1.0,,,,,,,
147143,2,9.0,3.0,7.0,11.0,,,,,,,
147144,9,8.0,5.0,0.0,,,,,,,,
147145,5,9.0,4.0,8.0,11.0,,,,,,,
147148,11,4.0,,,,,,,,,,
147149,0,,,,,,,,,,,
147150,7,11.0,,,,,,,,,,
147151,7,9.0,4.0,,,,,,,,,
147152,9,,,,,,,,,,,
147153,11,4.0,,,,,,,,,,
147154,4,,,,,,,,,,,
147156,4,2.0,10.0,11.0,1.0,,,,,,,
147157,9,,,,,,,,,,,
147158,0,,,,,,,,,,,
147160,2,,,,,,,,,,,
147161,11,,,,,,,,,,,
147162,9,,,,,,,,,,,
147163,4,0.0,5.0,6.0,11.0,,,,,,,
147167,9,,,,,,,,,,,
147168,9,4.0,11.0,,,,,,,,,
147169,9,2.0,,,,,,,,,,
147170,2,6.0,8.0,4.0,1.0,,,,,,,
147171,9,4.0,1.0,,,,,,,,,
147172,3,,,,,,,,,,,
147173,7,8.0,10.0,1.0,0.0,,,,,,,
147175,0,,,,,,,,,,,
147176,4,5.0,11.0,2.0,,,,,,,,
147177,2,3.0,11.0,1.0,4.0,,,,,,,
147178,9,5.0,3.0,2.0,7.0,,,,,,,
147179,8,9.0,2.0,,,,,,,,,
147180,3,11.0,8.0,2.0,7.0,,,,,,,
147181,11,4.0,5.0,2.0,8.0,,,,,,,
147184,9,8.0,10.0,4.0,11.0,,,,,,,
147186,0,1.0,,,,,,,,,,
147187,0,,,,,,,,,,,
147189,4,1.0,2.0,7.0,,,,,,,,
147190,0,,,,,,,,,,,
147192,4,9.0,,,,,,,,,,
147193,5,11.0,3.0,8.0,,,,,,,,
147194,0,,,,,,,,,,,
147195,0,,,,,,,,,,,
147196,3,,,,,,,,,,,
147197,0,,,,,,,,,,,
147198,0,,,,,,,,,,,
147199,7,,,,,,,,,,,
147200,9,11.0,6.0,8.0,4.0,,,,,,,
147201,9,0.0,1.0,10.0,4.0,,,,,,,
147202,0,9.0,1.0,4.0,6.0,,,,,,,
147203,0,4.0,10.0,1.0,9.0,,,,,,,
147205,3,2.0,11.0,4.0,8.0,,,,,,,
147207,0,4.0,,,,,,,,,,
147209,11,9.0,4.0,6.0,,,,,,,,
147210,11,5.0,9.0,,,,,,,,,
147211,9,,,,,,,,,,,
147213,9,2.0,7.0,10.0,1.0,,,,,,,
147215,9,1.0,4.0,2.0,10.0,,,,,,,
147216,9,,,,,,,,,,,
147217,6,,,,,,,,,,,
147218,0,9.0,1.0,8.0,4.0,,,,,,,
147220,1,,,,,,,,,,,
147222,5,,,,,,,,,,,
147223,4,11.0,8.0,5.0,10.0,,,,,,,
147224,9,,,,,,,,,,,
147225,2,8.0,6.0,10.0,11.0,,,,,,,
147226,9,0.0,2.0,10.0,,,,,,,,
147227,11,2.0,8.0,4.0,10.0,,,,,,,
147228,5,2.0,9.0,,,,,,,,,
147229,1,0.0,9.0,,,,,,,,,
147230,0,,,,,,,,,,,
147232,9,0.0,,,,,,,,,,
147233,9,0.0,5.0,7.0,,,,,,,,
147234,9,1.0,0.0,8.0,4.0,,,,,,,
147235,0,9.0,1.0,4.0,8.0,,,,,,,
147236,0,9.0,7.0,,,,,,,,,
147237,2,4.0,9.0,0.0,11.0,,,,,,,
147238,11,9.0,4.0,6.0,0.0,,,,,,,
147239,7,2.0,8.0,3.0,6.0,,,,,,,
147240,9,4.0,10.0,2.0,0.0,,,,,,,
147241,0,9.0,4.0,10.0,6.0,,,,,,,
147242,4,0.0,9.0,,,,,,,,,
147243,0,6.0,,,,,,,,,,
147244,0,9.0,7.0,8.0,6.0,,,,,,,
147246,11,9.0,0.0,7.0,4.0,,,,,,,
147248,11,0.0,9.0,4.0,7.0,,,,,,,
147249,9,0.0,4.0,7.0,1.0,,,,,,,
147250,7,6.0,4.0,1.0,3.0,,,,,,,
147252,11,9.0,,,,,,,,,,
147253,2,9.0,11.0,,,,,,,,,
147254,4,11.0,,,,,,,,,,
147256,5,11.0,,,,,,,,,,
147257,11,9.0,2.0,8.0,4.0,,,,,,,
147258,9,3.0,5.0,6.0,11.0,,,,,,,
147260,2,9.0,11.0,,,,,,,,,
147261,9,,,,,,,,,,,
147262,8,,,,,,,,,,,
147263,5,,,,,,,,,,,
147264,4,11.0,8.0,10.0,5.0,,,,,,,
147265,9,4.0,2.0,6.0,5.0,,,,,,,
147266,11,2.0,5.0,9.0,,,,,,,,
147267,5,2.0,4.0,8.0,11.0,,,,,,,
147268,5,,,,,,,,,,,
147269,11,9.0,,,,,,,,,,
147270,4,,,,,,,,,,,
147271,5,,,,,,,,,,,
147272,11,5.0,2.0,,,,,,,,,
147273,5,,,,,,,,,,,
147274,9,5.0,4.0,,,,,,,,,
147275,5,9.0,,,,,,,,,,
147276,5,2.0,6.0,11.0,,,,,,,,
147277,2,5.0,8.0,9.0,,,,,,,,
147278,5,2.0,9.0,,,,,,,,,
147279,4,5.0,9.0,11.0,3.0,,,,,,,
147280,9,,,,,,,,,,,
147281,9,,,,,,,,,,,
147282,4,5.0,,,,,,,,,,
147283,0,,,,,,,,,,,
147285,10,11.0,,,,,,,,,,
147286,9,5.0,2.0,4.0,11.0,,,,,,,
147287,11,4.0,5.0,2.0,8.0,,,,,,,
147288,2,4.0,10.0,1.0,7.0,,,,,,,
147289,2,11.0,4.0,10.0,5.0,,,,,,,
147290,2,3.0,8.0,6.0,9.0,,,,,,,
147291,5,0.0,11.0,,,,,,,,,
147292,11,4.0,5.0,,,,,,,,,
147293,9,2.0,6.0,5.0,11.0,,,,,,,
147294,5,11.0,4.0,2.0,1.0,,,,,,,
147295,0,8.0,,,,,,,,,,
147296,4,2.0,,,,,,,,,,
147297,1,7.0,4.0,10.0,9.0,,,,,,,
147298,5,9.0,4.0,8.0,,,,,,,,
147299,3,,,,,,,,,,,
147300,4,,,,,,,,,,,
147302,2,5.0,11.0,9.0,8.0,,,,,,,
147303,5,6.0,11.0,8.0,,,,,,,,
147304,5,9.0,8.0,2.0,7.0,,,,,,,
147305,2,5.0,10.0,3.0,6.0,,,,,,,
147306,4,11.0,9.0,8.0,,,,,,,,
147307,4,5.0,11.0,,,,,,,,,
147308,9,4.0,11.0,0.0,,,,,,,,
147309,9,5.0,11.0,,,,,,,,,
147310,4,,,,,,,,,,,
147312,11,4.0,8.0,9.0,0.0,,,,,,,
147313,11,,,,,,,,,,,
147314,9,,,,,,,,,,,
147315,2,5.0,11.0,,,,,,,,,
147316,1,,,,,,,,,,,
147317,11,4.0,1.0,6.0,,,,,,,,
147318,5,2.0,11.0,8.0,4.0,,,,,,,
147319,8,5.0,4.0,11.0,2.0,,,,,,,
147320,11,2.0,4.0,8.0,5.0,,,,,,,
147321,9,2.0,11.0,,,,,,,,,
147322,9,4.0,10.0,1.0,11.0,,,,,,,
147323,5,,,,,,,,,,,
147324,1,8.0,4.0,2.0,0.0,,,,,,,
147326,9,5.0,,,,,,,,,,
147327,4,,,,,,,,,,,
147328,4,9.0,3.0,,,,,,,,,
147329,11,5.0,2.0,4.0,8.0,,,,,,,
147330,4,11.0,2.0,,,,,,,,,
147331,8,9.0,11.0,5.0,4.0,,,,,,,
147332,9,,,,,,,,,,,
147333,5,9.0,,,,,,,,,,
147334,11,4.0,8.0,2.0,5.0,,,,,,,
147335,2,4.0,11.0,8.0,5.0,,,,,,,
147336,4,9.0,2.0,1.0,,,,,,,,
147337,5,9.0,,,,,,,,,,
147338,5,,,,,,,,,,,
147339,4,11.0,2.0,,,,,,,,,
147340,5,,,,,,,,,,,
147341,5,11.0,9.0,,,,,,,,,
147342,8,3.0,6.0,4.0,10.0,,,,,,,
147344,6,4.0,10.0,1.0,0.0,,,,,,,
147345,2,,,,,,,,,,,
147346,4,5.0,2.0,9.0,11.0,,,,,,,
147347,9,11.0,4.0,8.0,5.0,,,,,,,
147348,9,8.0,11.0,,,,,,,,,
147349,11,9.0,1.0,,,,,,,,,
147350,2,5.0,10.0,3.0,6.0,,,,,,,
147351,9,2.0,4.0,8.0,11.0,,,,,,,
147353,5,8.0,,,,,,,,,,
147354,11,9.0,,,,,,,,,,
147356,5,,,,,,,,,,,
147357,2,5.0,3.0,,,,,,,,,
147358,5,4.0,6.0,,,,,,,,,
147359,9,,,,,,,,,,,
147360,3,4.0,,,,,,,,,,
147363,9,,,,,,,,,,,
147364,9,11.0,5.0,0.0,4.0,,,,,,,
147365,5,4.0,9.0,,,,,,,,,
147366,4,8.0,5.0,9.0,,,,,,,,
147367,2,11.0,,,,,,,,,,
147369,9,,,,,,,,,,,
147372,2,5.0,9.0,,,,,,,,,
147373,9,5.0,11.0,2.0,6.0,,,,,,,
147374,11,4.0,,,,,,,,,,
147376,7,,,,,,,,,,,
147377,11,5.0,2.0,4.0,8.0,,,,,,,
147379,2,4.0,11.0,5.0,9.0,,,,,,,
147380,5,9.0,,,,,,,,,,
147382,9,5.0,,,,,,,,,,
147383,5,4.0,6.0,,,,,,,,,
147384,9,5.0,11.0,6.0,8.0,,,,,,,
147385,8,9.0,6.0,5.0,2.0,,,,,,,
147386,5,2.0,11.0,4.0,8.0,,,,,,,
147388,9,11.0,3.0,2.0,,,,,,,,
147389,3,,,,,,,,,,,
147390,9,5.0,3.0,4.0,0.0,,,,,,,
147391,5,,,,,,,,,,,
147392,2,,,,,,,,,,,
147393,2,5.0,9.0,,,,,,,,,
147394,5,11.0,9.0,,,,,,,,,
147395,3,,,,,,,,,,,
147397,9,0.0,,,,,,,,,,
147398,4,1.0,2.0,,,,,,,,,
147399,11,5.0,2.0,4.0,8.0,,,,,,,
147400,5,11.0,,,,,,,,,,
147401,2,9.0,5.0,,,,,,,,,
147403,11,4.0,5.0,2.0,,,,,,,,
147404,1,4.0,8.0,6.0,0.0,,,,,,,
147405,11,1.0,10.0,4.0,2.0,,,,,,,
147406,5,11.0,4.0,9.0,2.0,,,,,,,
147408,3,,,,,,,,,,,
147409,9,4.0,0.0,,,,,,,,,
147410,11,5.0,9.0,2.0,6.0,,,,,,,
147411,4,9.0,5.0,3.0,,,,,,,,
147412,5,9.0,,,,,,,,,,
147414,5,,,,,,,,,,,
147415,3,6.0,4.0,0.0,1.0,,,,,,,
147416,11,4.0,5.0,9.0,8.0,,,,,,,
147417,5,6.0,9.0,4.0,2.0,,,,,,,
147418,4,11.0,9.0,,,,,,,,,
147419,4,9.0,,,,,,,,,,
147420,11,4.0,2.0,8.0,,,,,,,,
147421,2,,,,,,,,,,,
147423,11,,,,,,,,,,,
147424,3,2.0,,,,,,,,,,
147425,5,6.0,,,,,,,,,,
147426,4,10.0,,,,,,,,,,
147427,7,10.0,3.0,1.0,,,,,,,,
147428,4,9.0,0.0,8.0,11.0,,,,,,,
147429,2,4.0,,,,,,,,,,
147431,11,4.0,5.0,8.0,2.0,,,,,,,
147432,11,9.0,2.0,5.0,4.0,,,,,,,
147433,8,11.0,5.0,10.0,2.0,,,,,,,
147434,5,9.0,,,,,,,,,,
147436,9,5.0,2.0,8.0,4.0,,,,,,,
147437,8,5.0,,,,,,,,,,
147439,2,4.0,0.0,9.0,8.0,,,,,,,
147440,3,2.0,,,,,,,,,,
147441,5,9.0,11.0,,,,,,,,,
147442,9,2.0,11.0,,,,,,,,,
147443,5,4.0,,,,,,,,,,
147444,5,9.0,11.0,,,,,,,,,
147445,5,9.0,2.0,4.0,,,,,,,,
147446,4,11.0,5.0,2.0,8.0,,,,,,,
147447,11,,,,,,,,,,,
148307,11,,,,,,,,,,,
148310,10,8.0,7.0,6.0,1.0,,,,,,,
148311,2,,,,,,,,,,,
148313,9,,,,,,,,,,,
148314,0,,,,,,,,,,,
148315,1,,,,,,,,,,,
148316,9,0.0,4.0,1.0,7.0,,,,,,,
148317,3,2.0,9.0,11.0,8.0,,,,,,,
148319,9,,,,,,,,,,,
148320,10,,,,,,,,,,,
148322,10,,,,,,,,,,,
148323,4,,,,,,,,,,,
148324,3,2.0,8.0,6.0,9.0,,,,,,,
148326,11,9.0,,,,,,,,,,
148327,9,,,,,,,,,,,
148328,9,3.0,2.0,,,,,,,,,
148329,0,7.0,4.0,,,,,,,,,
148330,0,,,,,,,,,,,
148332,0,7.0,,,,,,,,,,
148334,9,,,,,,,,,,,
148335,1,,,,,,,,,,,
148336,0,,,,,,,,,,,
148337,1,7.0,2.0,4.0,8.0,,,,,,,
148338,11,,,,,,,,,,,
148339,7,,,,,,,,,,,
148340,0,10.0,9.0,8.0,7.0,,,,,,,
148341,9,,,,,,,,,,,
148342,0,,,,,,,,,,,
148343,9,11.0,0.0,6.0,4.0,,,,,,,
148344,0,9.0,4.0,3.0,2.0,,,,,,,
148347,0,,,,,,,,,,,
148348,11,9.0,,,,,,,,,,
148349,0,10.0,9.0,4.0,1.0,,,,,,,
148350,0,,,,,,,,,,,
148351,11,10.0,,,,,,,,,,
148352,0,5.0,1.0,10.0,,,,,,,,
148353,9,,,,,,,,,,,
