,0,1,2,3,4,5,6,7,8,9,10,11
134381,1,6.0,0.0,9.0,,,,,,,,
134382,0,,,,,,,,,,,
134383,7,6.0,3.0,5.0,,,,,,,,
134384,6,1.0,0.0,4.0,9.0,,,,,,,
134385,6,0.0,4.0,7.0,1.0,,,,,,,
134386,9,6.0,2.0,11.0,,,,,,,,
134387,7,0.0,9.0,2.0,,,,,,,,
134388,0,,,,,,,,,,,
134389,6,0.0,2.0,11.0,5.0,,,,,,,
134390,6,0.0,3.0,1.0,2.0,,,,,,,
134391,0,,,,,,,,,,,
134392,0,4.0,7.0,6.0,2.0,,,,,,,
134393,0,1.0,8.0,7.0,3.0,,,,,,,
134394,0,5.0,6.0,7.0,2.0,,,,,,,
134395,0,7.0,2.0,4.0,1.0,,,,,,,
134396,1,8.0,2.0,6.0,0.0,,,,,,,
134397,4,0.0,11.0,6.0,1.0,,,,,,,
134398,6,3.0,9.0,2.0,5.0,,,,,,,
134399,7,0.0,5.0,6.0,8.0,,,,,,,
134400,0,,,,,,,,,,,
134401,9,4.0,1.0,6.0,11.0,,,,,,,
134402,3,0.0,,,,,,,,,,
134403,3,,,,,,,,,,,
134404,1,3.0,11.0,6.0,0.0,,,,,,,
134405,6,,,,,,,,,,,
134406,0,7.0,2.0,1.0,6.0,,,,,,,
134407,4,0.0,,,,,,,,,,
134408,0,3.0,9.0,6.0,5.0,,,,,,,
134409,1,,,,,,,,,,,
134410,7,9.0,6.0,11.0,2.0,,,,,,,
134411,6,11.0,0.0,2.0,1.0,,,,,,,
134412,6,,,,,,,,,,,
134413,7,6.0,2.0,1.0,,,,,,,,
134414,3,0.0,7.0,1.0,,,,,,,,
134415,0,,,,,,,,,,,
134416,0,,,,,,,,,,,
134417,0,7.0,4.0,11.0,,,,,,,,
134418,3,,,,,,,,,,,
134419,0,2.0,,,,,,,,,,
134421,3,1.0,2.0,,,,,,,,,
134422,3,6.0,0.0,,,,,,,,,
134423,0,,,,,,,,,,,
134424,11,7.0,10.0,6.0,1.0,,,,,,,
134425,0,6.0,10.0,4.0,2.0,,,,,,,
134426,11,7.0,1.0,2.0,0.0,,,,,,,
134427,7,0.0,11.0,9.0,6.0,,,,,,,
134428,0,10.0,2.0,9.0,11.0,,,,,,,
134429,3,10.0,6.0,,,,,,,,,
134430,0,11.0,9.0,6.0,2.0,,,,,,,
134431,6,5.0,10.0,2.0,4.0,,,,,,,
134432,3,0.0,11.0,6.0,,,,,,,,
134433,4,2.0,,,,,,,,,,
134434,0,4.0,5.0,,,,,,,,,
134435,3,,,,,,,,,,,
134436,6,0.0,9.0,7.0,2.0,,,,,,,
134437,9,4.0,5.0,0.0,10.0,,,,,,,
134438,0,9.0,,,,,,,,,,
134439,1,0.0,11.0,7.0,,,,,,,,
134440,0,4.0,8.0,9.0,6.0,,,,,,,
134441,0,8.0,11.0,2.0,6.0,,,,,,,
134442,1,2.0,7.0,9.0,,,,,,,,
134443,0,4.0,7.0,11.0,1.0,,,,,,,
134444,1,0.0,11.0,7.0,,,,,,,,
134445,6,1.0,5.0,7.0,4.0,,,,,,,
134446,0,,,,,,,,,,,
134447,11,0.0,5.0,10.0,3.0,,,,,,,
134448,6,0.0,,,,,,,,,,
134449,7,,,,,,,,,,,
134451,7,1.0,0.0,11.0,5.0,,,,,,,
134452,0,5.0,6.0,4.0,2.0,,,,,,,
134453,1,4.0,6.0,0.0,7.0,,,,,,,
134454,3,0.0,9.0,6.0,11.0,,,,,,,
134456,6,,,,,,,,,,,
134457,0,9.0,,,,,,,,,,
134458,9,11.0,0.0,2.0,6.0,,,,,,,
134459,6,,,,,,,,,,,
134460,0,9.0,2.0,11.0,1.0,,,,,,,
134461,9,7.0,0.0,6.0,2.0,,,,,,,
134462,6,9.0,11.0,0.0,3.0,,,,,,,
134463,1,6.0,9.0,10.0,3.0,,,,,,,
134464,1,,,,,,,,,,,
134465,0,11.0,4.0,3.0,6.0,,,,,,,
134466,0,4.0,8.0,11.0,5.0,,,,,,,
134467,0,2.0,,,,,,,,,,
134468,7,,,,,,,,,,,
134469,3,4.0,,,,,,,,,,
134471,3,6.0,0.0,1.0,,,,,,,,
134472,0,9.0,,,,,,,,,,
134473,9,7.0,2.0,0.0,11.0,,,,,,,
134474,4,3.0,0.0,2.0,11.0,,,,,,,
134476,0,11.0,6.0,1.0,5.0,,,,,,,
134477,0,4.0,6.0,5.0,,,,,,,,
134478,0,11.0,7.0,,,,,,,,,
134479,7,0.0,,,,,,,,,,
134480,0,8.0,11.0,4.0,7.0,,,,,,,
134481,1,,,,,,,,,,,
134482,11,9.0,2.0,0.0,8.0,,,,,,,
134483,0,,,,,,,,,,,
134484,0,4.0,3.0,,,,,,,,,
134485,5,7.0,0.0,11.0,1.0,,,,,,,
134486,0,,,,,,,,,,,
134487,11,0.0,,,,,,,,,,
134488,0,,,,,,,,,,,
134489,7,11.0,2.0,4.0,9.0,,,,,,,
134490,11,6.0,7.0,4.0,0.0,,,,,,,
134491,7,11.0,9.0,2.0,,,,,,,,
134492,1,,,,,,,,,,,
134493,11,0.0,6.0,,,,,,,,,
134495,11,9.0,6.0,7.0,10.0,,,,,,,
134496,0,7.0,6.0,3.0,11.0,,,,,,,
134498,4,,,,,,,,,,,
134499,0,9.0,6.0,,,,,,,,,
134500,8,7.0,1.0,,,,,,,,,
134501,1,0.0,9.0,7.0,2.0,,,,,,,
134502,0,3.0,,,,,,,,,,
134503,6,,,,,,,,,,,
135267,0,7.0,2.0,4.0,,,,,,,,
135268,0,,,,,,,,,,,
135269,1,2.0,,,,,,,,,,
135270,0,7.0,2.0,4.0,11.0,,,,,,,
135271,3,,,,,,,,,,,
135272,0,3.0,5.0,,,,,,,,,
135274,0,,,,,,,,,,,
135275,4,6.0,7.0,2.0,0.0,,,,,,,
135276,7,0.0,,,,,,,,,,
135277,11,,,,,,,,,,,
135278,3,11.0,0.0,,,,,,,,,
135279,0,2.0,1.0,,,,,,,,,
135280,11,0.0,5.0,6.0,2.0,,,,,,,
135281,0,11.0,7.0,,,,,,,,,
135282,7,2.0,,,,,,,,,,
135283,2,0.0,11.0,5.0,,,,,,,,
135285,6,,,,,,,,,,,
135286,0,4.0,11.0,,,,,,,,,
135287,2,6.0,0.0,,,,,,,,,
135288,0,4.0,8.0,11.0,10.0,,,,,,,
135289,0,,,,,,,,,,,
135290,0,3.0,7.0,6.0,8.0,,,,,,,
135291,5,7.0,,,,,,,,,,
135292,0,6.0,4.0,2.0,7.0,,,,,,,
135293,1,,,,,,,,,,,
135294,10,,,,,,,,,,,
135295,1,4.0,5.0,6.0,10.0,,,,,,,
135297,2,3.0,0.0,11.0,9.0,,,,,,,
135298,0,,,,,,,,,,,
135299,7,4.0,,,,,,,,,,
135300,0,,,,,,,,,,,
135301,11,6.0,,,,,,,,,,
135302,3,2.0,10.0,6.0,11.0,,,,,,,
135303,0,,,,,,,,,,,
135304,4,0.0,8.0,3.0,9.0,,,,,,,
135305,3,,,,,,,,,,,
135306,2,3.0,,,,,,,,,,
135307,6,,,,,,,,,,,
135308,7,0.0,3.0,4.0,,,,,,,,
135309,7,0.0,1.0,4.0,5.0,,,,,,,
135310,0,11.0,5.0,9.0,6.0,,,,,,,
135311,4,,,,,,,,,,,
135312,0,,,,,,,,,,,
135313,7,,,,,,,,,,,
135314,0,,,,,,,,,,,
135315,11,,,,,,,,,,,
135316,6,,,,,,,,,,,
135317,11,4.0,6.0,0.0,10.0,,,,,,,
135318,3,11.0,2.0,,,,,,,,,
135319,0,4.0,6.0,2.0,3.0,,,,,,,
135320,11,9.0,2.0,10.0,5.0,,,,,,,
135321,0,1.0,,,,,,,,,,
135323,0,,,,,,,,,,,
135324,0,,,,,,,,,,,
135325,7,,,,,,,,,,,
135326,7,,,,,,,,,,,
135327,0,10.0,6.0,2.0,7.0,,,,,,,
135328,7,11.0,8.0,0.0,2.0,,,,,,,
135329,0,4.0,5.0,6.0,1.0,,,,,,,
135330,8,7.0,1.0,,,,,,,,,
135331,0,7.0,8.0,5.0,6.0,,,,,,,
135332,0,2.0,,,,,,,,,,
135333,0,7.0,4.0,1.0,5.0,,,,,,,
135334,0,7.0,6.0,2.0,1.0,,,,,,,
135335,11,4.0,9.0,2.0,0.0,,,,,,,
135336,0,,,,,,,,,,,
135337,0,4.0,5.0,6.0,2.0,,,,,,,
135338,0,11.0,5.0,6.0,2.0,,,,,,,
135339,4,0.0,11.0,5.0,6.0,,,,,,,
135340,0,7.0,1.0,8.0,,,,,,,,
135341,0,8.0,4.0,11.0,,,,,,,,
135342,6,,,,,,,,,,,
135344,4,,,,,,,,,,,
135345,10,2.0,0.0,11.0,5.0,,,,,,,
135346,1,3.0,11.0,0.0,6.0,,,,,,,
135347,11,6.0,,,,,,,,,,
135348,4,,,,,,,,,,,
135349,0,5.0,2.0,8.0,11.0,,,,,,,
135350,0,11.0,,,,,,,,,,
135351,2,0.0,1.0,3.0,5.0,,,,,,,
135352,0,,,,,,,,,,,
135354,0,4.0,6.0,,,,,,,,,
135355,11,3.0,,,,,,,,,,
135356,3,,,,,,,,,,,
135357,11,,,,,,,,,,,
135358,0,4.0,3.0,,,,,,,,,
135359,0,,,,,,,,,,,
135360,4,6.0,11.0,5.0,,,,,,,,
135363,11,6.0,,,,,,,,,,
135364,0,6.0,4.0,1.0,11.0,,,,,,,
135366,11,1.0,10.0,0.0,6.0,,,,,,,
135367,2,7.0,8.0,11.0,9.0,,,,,,,
135368,1,10.0,6.0,5.0,0.0,,,,,,,
135369,0,5.0,7.0,2.0,,,,,,,,
135370,0,6.0,2.0,9.0,11.0,,,,,,,
135371,6,11.0,0.0,10.0,7.0,,,,,,,
135372,0,10.0,4.0,2.0,6.0,,,,,,,
135373,11,,,,,,,,,,,
135374,2,,,,,,,,,,,
135375,1,0.0,8.0,7.0,2.0,,,,,,,
135376,0,4.0,,,,,,,,,,
135377,4,11.0,5.0,6.0,2.0,,,,,,,
135378,6,0.0,8.0,11.0,2.0,,,,,,,
135380,3,11.0,4.0,,,,,,,,,
135381,0,3.0,7.0,,,,,,,,,
135382,2,0.0,1.0,8.0,,,,,,,,
135383,4,0.0,5.0,9.0,11.0,,,,,,,
135384,2,0.0,6.0,,,,,,,,,
135385,11,3.0,,,,,,,,,,
135386,4,0.0,5.0,9.0,1.0,,,,,,,
135387,2,,,,,,,,,,,
135388,6,0.0,11.0,5.0,,,,,,,,
135389,0,7.0,1.0,11.0,6.0,,,,,,,
135390,3,1.0,6.0,5.0,0.0,,,,,,,
135391,0,,,,,,,,,,,
135392,0,,,,,,,,,,,
135393,7,0.0,4.0,,,,,,,,,
135395,4,0.0,11.0,7.0,,,,,,,,
135396,3,,,,,,,,,,,
135397,4,2.0,,,,,,,,,,
135398,0,11.0,7.0,3.0,9.0,,,,,,,
135399,4,5.0,6.0,2.0,10.0,,,,,,,
135400,6,11.0,7.0,,,,,,,,,
135401,3,,,,,,,,,,,
135402,3,0.0,,,,,,,,,,
135403,3,,,,,,,,,,,
135404,0,4.0,5.0,7.0,1.0,,,,,,,
135405,7,4.0,2.0,0.0,5.0,,,,,,,
135406,7,9.0,0.0,10.0,11.0,,,,,,,
135407,11,9.0,,,,,,,,,,
135408,3,0.0,,,,,,,,,,
135409,0,6.0,7.0,11.0,10.0,,,,,,,
135410,6,1.0,0.0,,,,,,,,,
135411,0,3.0,4.0,2.0,,,,,,,,
135412,0,11.0,1.0,8.0,6.0,,,,,,,
135414,0,11.0,7.0,,,,,,,,,
135415,0,11.0,4.0,,,,,,,,,
135416,11,6.0,3.0,0.0,,,,,,,,
135417,7,,,,,,,,,,,
135418,2,,,,,,,,,,,
135419,3,9.0,4.0,8.0,,,,,,,,
135420,0,11.0,8.0,5.0,7.0,,,,,,,
135421,0,5.0,4.0,7.0,1.0,,,,,,,
135422,0,11.0,9.0,,,,,,,,,
135423,11,10.0,9.0,1.0,2.0,,,,,,,
135424,3,11.0,0.0,,,,,,,,,
135425,0,6.0,1.0,7.0,10.0,,,,,,,
135426,3,,,,,,,,,,,
135427,7,1.0,,,,,,,,,,
135428,6,10.0,9.0,0.0,1.0,,,,,,,
135429,1,8.0,5.0,7.0,10.0,,,,,,,
135430,0,7.0,5.0,6.0,,,,,,,,
135431,3,,,,,,,,,,,
135432,4,7.0,0.0,5.0,11.0,,,,,,,
135433,1,0.0,3.0,,,,,,,,,
135434,9,2.0,6.0,3.0,,,,,,,,
135435,0,,,,,,,,,,,
135436,0,6.0,2.0,,,,,,,,,
135437,0,,,,,,,,,,,
135438,0,8.0,4.0,11.0,5.0,,,,,,,
135439,0,,,,,,,,,,,
135440,11,,,,,,,,,,,
135441,4,0.0,7.0,9.0,11.0,,,,,,,
135443,6,4.0,10.0,0.0,,,,,,,,
135444,3,2.0,0.0,7.0,,,,,,,,
135445,3,1.0,9.0,11.0,4.0,,,,,,,
135446,9,6.0,10.0,3.0,2.0,,,,,,,
135447,11,,,,,,,,,,,
135448,9,0.0,,,,,,,,,,
135449,2,4.0,11.0,1.0,3.0,,,,,,,
135450,4,1.0,,,,,,,,,,
135453,0,11.0,3.0,1.0,7.0,,,,,,,
135454,7,0.0,4.0,2.0,11.0,,,,,,,
135455,6,4.0,0.0,,,,,,,,,
135456,0,5.0,10.0,,,,,,,,,
135457,4,0.0,11.0,1.0,,,,,,,,
135458,11,10.0,5.0,6.0,0.0,,,,,,,
135460,6,3.0,,,,,,,,,,
135461,0,,,,,,,,,,,
135462,0,1.0,,,,,,,,,,
135463,7,2.0,11.0,0.0,5.0,,,,,,,
135464,0,11.0,1.0,6.0,,,,,,,,
135465,4,0.0,6.0,11.0,2.0,,,,,,,
135466,0,,,,,,,,,,,
135467,2,9.0,6.0,10.0,1.0,,,,,,,
135468,0,4.0,7.0,1.0,5.0,,,,,,,
135469,2,7.0,8.0,11.0,9.0,,,,,,,
135470,11,0.0,6.0,9.0,2.0,,,,,,,
135471,0,8.0,4.0,11.0,5.0,,,,,,,
135472,4,10.0,5.0,,,,,,,,,
136092,0,,,,,,,,,,,
136093,0,,,,,,,,,,,
136094,2,0.0,1.0,3.0,5.0,,,,,,,
136095,0,4.0,6.0,2.0,7.0,,,,,,,
136096,7,0.0,1.0,11.0,8.0,,,,,,,
136097,2,0.0,,,,,,,,,,
136098,1,7.0,0.0,11.0,6.0,,,,,,,
136100,4,3.0,,,,,,,,,,
136101,3,11.0,,,,,,,,,,
136102,0,4.0,3.0,,,,,,,,,
136103,4,5.0,2.0,10.0,,,,,,,,
136104,0,,,,,,,,,,,
136105,0,5.0,6.0,2.0,1.0,,,,,,,
136106,6,0.0,11.0,3.0,4.0,,,,,,,
136107,0,,,,,,,,,,,
136108,6,11.0,0.0,7.0,1.0,,,,,,,
136109,4,0.0,11.0,7.0,,,,,,,,
136110,0,1.0,5.0,7.0,4.0,,,,,,,
136111,3,,,,,,,,,,,
136112,11,0.0,4.0,6.0,10.0,,,,,,,
136114,4,0.0,,,,,,,,,,
136115,0,4.0,5.0,,,,,,,,,
136116,10,9.0,2.0,6.0,,,,,,,,
136117,0,,,,,,,,,,,
136118,11,,,,,,,,,,,
136119,4,,,,,,,,,,,
136120,7,,,,,,,,,,,
136121,2,0.0,6.0,3.0,,,,,,,,
136122,0,3.0,11.0,2.0,6.0,,,,,,,
136123,0,4.0,11.0,6.0,7.0,,,,,,,
136124,0,5.0,2.0,11.0,6.0,,,,,,,
136125,4,7.0,6.0,8.0,0.0,,,,,,,
136126,8,11.0,7.0,1.0,0.0,,,,,,,
136127,0,4.0,2.0,6.0,,,,,,,,
136128,4,0.0,5.0,6.0,1.0,,,,,,,
136129,0,,,,,,,,,,,
136131,1,0.0,11.0,5.0,6.0,,,,,,,
136132,0,11.0,7.0,3.0,6.0,,,,,,,
136133,3,,,,,,,,,,,
136134,3,0.0,5.0,1.0,11.0,,,,,,,
136135,5,,,,,,,,,,,
136136,2,,,,,,,,,,,
136137,0,,,,,,,,,,,
136138,4,,,,,,,,,,,
136139,3,0.0,4.0,5.0,6.0,,,,,,,
136140,11,0.0,,,,,,,,,,
136141,4,3.0,0.0,11.0,2.0,,,,,,,
136142,0,5.0,3.0,,,,,,,,,
136143,11,5.0,0.0,6.0,2.0,,,,,,,
136144,11,7.0,,,,,,,,,,
136145,11,0.0,,,,,,,,,,
136146,0,,,,,,,,,,,
136147,3,5.0,2.0,8.0,,,,,,,,
136148,11,0.0,5.0,7.0,9.0,,,,,,,
136150,3,0.0,11.0,1.0,,,,,,,,
136151,2,7.0,5.0,4.0,0.0,,,,,,,
136152,3,,,,,,,,,,,
136153,4,7.0,9.0,2.0,1.0,,,,,,,
136154,11,0.0,7.0,5.0,2.0,,,,,,,
136155,0,9.0,7.0,2.0,1.0,,,,,,,
136156,3,,,,,,,,,,,
136157,0,4.0,6.0,10.0,2.0,,,,,,,
136158,7,0.0,5.0,3.0,,,,,,,,
136159,7,11.0,1.0,10.0,9.0,,,,,,,
136160,0,11.0,9.0,6.0,,,,,,,,
136161,7,,,,,,,,,,,
136162,6,,,,,,,,,,,
136163,3,,,,,,,,,,,
136164,3,0.0,11.0,,,,,,,,,
136165,0,6.0,2.0,1.0,,,,,,,,
136166,4,,,,,,,,,,,
136167,0,4.0,9.0,11.0,3.0,,,,,,,
136168,6,7.0,,,,,,,,,,
136169,2,6.0,9.0,5.0,4.0,,,,,,,
136170,4,,,,,,,,,,,
136171,0,11.0,7.0,,,,,,,,,
136172,6,,,,,,,,,,,
136173,6,,,,,,,,,,,
136174,5,6.0,7.0,2.0,4.0,,,,,,,
136175,0,11.0,7.0,,,,,,,,,
136176,0,6.0,11.0,3.0,,,,,,,,
136177,0,8.0,7.0,2.0,9.0,,,,,,,
136178,6,0.0,11.0,9.0,,,,,,,,
136181,11,0.0,2.0,4.0,6.0,,,,,,,
136183,3,11.0,2.0,,,,,,,,,
136184,7,9.0,11.0,0.0,4.0,,,,,,,
136185,0,2.0,,,,,,,,,,
136186,0,7.0,,,,,,,,,,
136187,2,0.0,5.0,11.0,7.0,,,,,,,
136188,11,5.0,6.0,7.0,1.0,,,,,,,
136191,0,9.0,6.0,7.0,4.0,,,,,,,
136192,11,6.0,2.0,0.0,10.0,,,,,,,
136193,0,,,,,,,,,,,
136194,8,4.0,0.0,2.0,5.0,,,,,,,
136195,0,,,,,,,,,,,
136197,4,0.0,11.0,,,,,,,,,
136198,2,3.0,0.0,4.0,11.0,,,,,,,
136199,0,6.0,,,,,,,,,,
136200,11,,,,,,,,,,,
136201,3,0.0,5.0,6.0,11.0,,,,,,,
136202,6,3.0,,,,,,,,,,
136203,0,11.0,,,,,,,,,,
136204,3,1.0,6.0,2.0,11.0,,,,,,,
136205,5,,,,,,,,,,,
136206,0,2.0,4.0,11.0,9.0,,,,,,,
136207,6,9.0,5.0,11.0,4.0,,,,,,,
136209,1,,,,,,,,,,,
136210,2,3.0,,,,,,,,,,
136211,6,1.0,5.0,,,,,,,,,
136212,3,2.0,,,,,,,,,,
136213,6,2.0,0.0,9.0,7.0,,,,,,,
136214,0,2.0,8.0,9.0,7.0,,,,,,,
136215,9,,,,,,,,,,,
136216,0,,,,,,,,,,,
136217,0,3.0,1.0,5.0,6.0,,,,,,,
136218,6,8.0,0.0,11.0,3.0,,,,,,,
136219,4,0.0,7.0,9.0,1.0,,,,,,,
136220,0,4.0,11.0,8.0,,,,,,,,
136221,0,,,,,,,,,,,
136222,4,11.0,9.0,5.0,6.0,,,,,,,
136223,0,2.0,4.0,,,,,,,,,
136224,0,,,,,,,,,,,
136225,0,,,,,,,,,,,
136226,8,1.0,6.0,0.0,5.0,,,,,,,
136227,11,10.0,7.0,0.0,1.0,,,,,,,
136228,0,4.0,11.0,6.0,1.0,,,,,,,
136229,0,4.0,9.0,7.0,11.0,,,,,,,
136230,0,8.0,7.0,1.0,11.0,,,,,,,
136231,6,7.0,11.0,0.0,,,,,,,,
136232,2,7.0,4.0,,,,,,,,,
136233,2,5.0,0.0,1.0,3.0,,,,,,,
136234,3,,,,,,,,,,,
136235,2,,,,,,,,,,,
136236,8,11.0,4.0,0.0,3.0,,,,,,,
136237,6,,,,,,,,,,,
136238,3,11.0,6.0,,,,,,,,,
136239,7,,,,,,,,,,,
136240,2,,,,,,,,,,,
136241,11,0.0,4.0,,,,,,,,,
136242,0,6.0,11.0,7.0,10.0,,,,,,,
136243,0,,,,,,,,,,,
136244,11,,,,,,,,,,,
136245,1,3.0,4.0,0.0,9.0,,,,,,,
136246,3,,,,,,,,,,,
136247,11,,,,,,,,,,,
136248,7,2.0,11.0,0.0,4.0,,,,,,,
136249,0,10.0,2.0,5.0,,,,,,,,
136250,1,4.0,7.0,,,,,,,,,
136251,0,11.0,,,,,,,,,,
136252,0,8.0,11.0,7.0,1.0,,,,,,,
136253,7,6.0,11.0,8.0,1.0,,,,,,,
136254,0,,,,,,,,,,,
136255,0,11.0,7.0,,,,,,,,,
136256,7,0.0,,,,,,,,,,
136257,7,0.0,4.0,9.0,2.0,,,,,,,
136258,0,4.0,9.0,2.0,1.0,,,,,,,
136259,0,11.0,6.0,2.0,4.0,,,,,,,
136260,11,,,,,,,,,,,
136261,7,6.0,5.0,0.0,2.0,,,,,,,
136263,7,,,,,,,,,,,
136264,3,11.0,4.0,,,,,,,,,
136265,3,2.0,1.0,9.0,4.0,,,,,,,
136992,11,,,,,,,,,,,
137005,0,4.0,1.0,,,,,,,,,
137015,6,0.0,4.0,11.0,7.0,,,,,,,
137023,0,5.0,11.0,6.0,7.0,,,,,,,
137024,3,0.0,11.0,9.0,7.0,,,,,,,
137026,0,6.0,4.0,3.0,,,,,,,,
137029,0,9.0,6.0,2.0,,,,,,,,
137030,3,,,,,,,,,,,
137038,11,3.0,6.0,2.0,9.0,,,,,,,
137044,0,7.0,4.0,5.0,11.0,,,,,,,
137045,4,9.0,6.0,11.0,5.0,,,,,,,
137053,9,3.0,11.0,,,,,,,,,
137054,6,,,,,,,,,,,
137057,11,0.0,6.0,10.0,2.0,,,,,,,
137059,4,1.0,7.0,,,,,,,,,
137060,0,9.0,,,,,,,,,,
137062,6,2.0,5.0,,,,,,,,,
137072,6,,,,,,,,,,,
137075,0,8.0,6.0,10.0,2.0,,,,,,,
137077,0,8.0,4.0,11.0,5.0,,,,,,,
137078,5,9.0,6.0,11.0,4.0,,,,,,,
137084,0,2.0,11.0,6.0,,,,,,,,
137089,7,6.0,0.0,11.0,3.0,,,,,,,
137107,0,6.0,10.0,2.0,5.0,,,,,,,
137122,0,11.0,,,,,,,,,,
137124,7,0.0,5.0,2.0,11.0,,,,,,,
137128,2,0.0,5.0,7.0,6.0,,,,,,,
137140,5,2.0,0.0,,,,,,,,,
137141,0,,,,,,,,,,,
137155,0,4.0,10.0,11.0,5.0,,,,,,,
137156,9,3.0,11.0,,,,,,,,,
137165,3,10.0,0.0,5.0,7.0,,,,,,,
137168,0,7.0,,,,,,,,,,
137170,0,4.0,,,,,,,,,,
137177,2,,,,,,,,,,,
137179,0,4.0,7.0,11.0,1.0,,,,,,,
137184,0,9.0,3.0,,,,,,,,,
137185,0,3.0,9.0,2.0,4.0,,,,,,,
137187,0,7.0,4.0,2.0,9.0,,,,,,,
137188,2,0.0,,,,,,,,,,
137189,4,11.0,6.0,9.0,0.0,,,,,,,
137190,9,6.0,7.0,2.0,4.0,,,,,,,
137191,3,,,,,,,,,,,
137192,0,6.0,3.0,10.0,4.0,,,,,,,
137193,0,2.0,6.0,,,,,,,,,
137194,3,,,,,,,,,,,
137195,0,,,,,,,,,,,
137197,8,4.0,11.0,5.0,9.0,,,,,,,
137200,2,0.0,3.0,11.0,1.0,,,,,,,
137201,3,5.0,8.0,4.0,1.0,,,,,,,
137202,0,2.0,4.0,,,,,,,,,
137203,3,,,,,,,,,,,
137204,3,6.0,2.0,9.0,0.0,,,,,,,
137205,3,8.0,1.0,5.0,10.0,,,,,,,
137206,7,0.0,6.0,,,,,,,,,
137207,6,,,,,,,,,,,
137208,0,,,,,,,,,,,
137209,0,3.0,2.0,1.0,6.0,,,,,,,
137210,3,0.0,8.0,4.0,11.0,,,,,,,
137211,0,3.0,,,,,,,,,,
137212,0,3.0,6.0,4.0,1.0,,,,,,,
137214,2,0.0,8.0,11.0,7.0,,,,,,,
137215,0,11.0,5.0,6.0,,,,,,,,
137217,0,4.0,9.0,,,,,,,,,
137218,3,6.0,0.0,7.0,9.0,,,,,,,
137219,0,,,,,,,,,,,
137220,4,3.0,6.0,1.0,0.0,,,,,,,
137222,0,3.0,6.0,1.0,,,,,,,,
137223,3,0.0,5.0,8.0,,,,,,,,
137225,3,0.0,11.0,9.0,10.0,,,,,,,
137227,2,3.0,,,,,,,,,,
137228,3,,,,,,,,,,,
137229,0,,,,,,,,,,,
137230,3,11.0,0.0,6.0,2.0,,,,,,,
137232,3,,,,,,,,,,,
137233,3,,,,,,,,,,,
137236,3,2.0,,,,,,,,,,
137237,6,10.0,2.0,5.0,,,,,,,,
137238,3,,,,,,,,,,,
137239,3,11.0,6.0,1.0,,,,,,,,
137240,3,0.0,8.0,4.0,9.0,,,,,,,
137241,3,2.0,1.0,4.0,11.0,,,,,,,
137242,3,2.0,5.0,0.0,9.0,,,,,,,
137243,0,8.0,11.0,,,,,,,,,
137244,0,,,,,,,,,,,
137245,2,,,,,,,,,,,
137246,0,6.0,,,,,,,,,,
137247,0,11.0,3.0,4.0,6.0,,,,,,,
137248,0,2.0,5.0,11.0,4.0,,,,,,,
137249,0,4.0,9.0,6.0,1.0,,,,,,,
137250,3,,,,,,,,,,,
137251,4,11.0,0.0,2.0,7.0,,,,,,,
137252,0,8.0,4.0,11.0,5.0,,,,,,,
137253,3,,,,,,,,,,,
137254,6,,,,,,,,,,,
137255,3,,,,,,,,,,,
137256,2,,,,,,,,,,,
137257,0,,,,,,,,,,,
137258,6,0.0,2.0,9.0,4.0,,,,,,,
137259,9,10.0,1.0,11.0,0.0,,,,,,,
137261,7,,,,,,,,,,,
137263,3,5.0,0.0,11.0,9.0,,,,,,,
137264,3,1.0,0.0,9.0,6.0,,,,,,,
137265,2,,,,,,,,,,,
137266,3,1.0,2.0,7.0,8.0,,,,,,,
137268,2,3.0,11.0,1.0,8.0,,,,,,,
137269,2,4.0,,,,,,,,,,
137272,7,0.0,11.0,1.0,8.0,,,,,,,
137273,0,11.0,8.0,2.0,1.0,,,,,,,
137274,0,4.0,11.0,2.0,9.0,,,,,,,
137275,6,7.0,0.0,11.0,2.0,,,,,,,
137277,0,9.0,10.0,,,,,,,,,
137279,4,2.0,3.0,,,,,,,,,
137280,0,11.0,3.0,1.0,5.0,,,,,,,
137281,0,11.0,10.0,4.0,5.0,,,,,,,
137282,0,3.0,7.0,4.0,8.0,,,,,,,
137283,2,8.0,9.0,1.0,4.0,,,,,,,
137285,6,4.0,0.0,7.0,10.0,,,,,,,
137286,2,3.0,,,,,,,,,,
137287,0,,,,,,,,,,,
137289,8,4.0,6.0,1.0,3.0,,,,,,,
137290,4,0.0,2.0,3.0,,,,,,,,
137292,3,9.0,7.0,11.0,8.0,,,,,,,
137293,2,,,,,,,,,,,
137294,4,5.0,10.0,2.0,0.0,,,,,,,
137295,2,4.0,,,,,,,,,,
137639,5,4.0,6.0,0.0,11.0,,,,,,,
137640,0,9.0,3.0,1.0,11.0,,,,,,,
137641,0,4.0,,,,,,,,,,
137642,0,6.0,,,,,,,,,,
137643,4,5.0,11.0,10.0,2.0,,,,,,,
137644,0,2.0,3.0,6.0,11.0,,,,,,,
137645,3,0.0,2.0,9.0,11.0,,,,,,,
137647,0,,,,,,,,,,,
137648,3,4.0,6.0,,,,,,,,,
137649,0,,,,,,,,,,,
137650,4,,,,,,,,,,,
137651,6,,,,,,,,,,,
137652,7,6.0,5.0,11.0,4.0,,,,,,,
137653,4,0.0,11.0,,,,,,,,,
