,0,1
1,Write-In cells: 0,
2,Overvote cells: 118,
3,"VICTOR AGUILAR, JR.: 0",
4,LEE THOMAS: 1,
5,0,
6,0,
7,1,0.0
8,0,
9,0,1.0
11,1,
12,1,0.0
13,0,1.0
14,1,0.0
15,1,
17,0,1.0
18,1,
19,1,0.0
20,0,1.0
21,1,
22,1,
23,0,
24,1,
25,1,
26,1,
27,0,1.0
28,1,0.0
29,1,
30,1,0.0
31,1,0.0
32,0,1.0
34,1,
35,1,
36,1,
37,1,0.0
38,0,1.0
39,1,0.0
41,1,0.0
42,1,
43,0,1.0
45,0,
46,1,0.0
47,1,
48,0,1.0
49,1,
50,1,
51,0,1.0
52,1,
53,1,
54,0,1.0
56,0,
57,1,0.0
58,1,0.0
59,0,1.0
60,0,1.0
61,1,0.0
62,0,
64,1,
65,1,
66,1,0.0
67,0,
68,0,1.0
69,1,0.0
70,1,
71,0,
72,1,0.0
73,0,
74,1,
75,1,
76,1,
77,0,1.0
78,1,0.0
79,1,0.0
81,1,0.0
83,0,1.0
84,1,0.0
85,0,
86,1,0.0
87,1,
88,0,
89,1,
90,0,1.0
91,1,0.0
92,1,0.0
93,0,
94,0,1.0
95,0,1.0
96,0,1.0
97,0,1.0
98,1,
99,1,
100,1,0.0
101,1,
102,1,0.0
103,1,0.0
104,1,
105,0,
106,0,1.0
107,1,0.0
108,0,
109,0,1.0
110,0,1.0
111,0,1.0
112,0,
113,0,1.0
114,1,0.0
116,1,
117,1,0.0
118,0,1.0
119,1,0.0
120,0,1.0
121,1,0.0
122,1,
123,1,
124,1,0.0
125,1,0.0
126,1,
127,1,0.0
128,0,
130,1,0.0
131,0,1.0
132,1,0.0
133,1,
134,1,
135,1,
137,0,1.0
138,0,1.0
139,0,1.0
140,1,0.0
141,1,0.0
142,1,0.0
143,0,
144,1,0.0
146,0,
148,1,
149,0,
150,1,
151,1,
152,0,
153,1,
154,0,
156,0,1.0
157,1,0.0
158,1,0.0
159,0,1.0
160,0,1.0
161,0,
162,0,1.0
163,0,1.0
164,0,1.0
165,1,
166,0,1.0
167,0,1.0
169,0,1.0
170,0,1.0
171,1,
172,0,1.0
173,1,0.0
174,0,1.0
176,1,
177,0,
178,0,
179,0,1.0
180,0,
181,0,
182,1,0.0
183,1,0.0
184,1,
185,1,
186,0,
187,0,1.0
189,1,
190,0,1.0
191,0,
192,1,
193,0,
194,0,1.0
196,0,
197,1,0.0
198,0,1.0
199,0,
200,0,1.0
201,1,
202,1,0.0
203,1,
204,1,
205,0,1.0
206,0,1.0
207,0,1.0
208,1,0.0
209,1,0.0
210,1,0.0
211,1,0.0
212,0,1.0
213,1,0.0
214,1,
215,1,
216,0,1.0
217,0,1.0
218,1,
219,0,1.0
220,1,
221,1,
222,1,0.0
223,0,1.0
224,1,0.0
225,1,0.0
226,0,1.0
227,0,1.0
229,0,
230,0,
231,1,
232,0,
235,1,0.0
236,0,
237,1,
239,0,1.0
240,1,
241,1,0.0
242,1,0.0
244,0,1.0
245,0,
246,1,
247,0,1.0
248,1,
249,0,1.0
250,0,1.0
251,0,1.0
252,0,1.0
254,0,1.0
255,0,1.0
258,0,1.0
259,1,
260,1,
261,1,
262,0,1.0
263,0,
266,1,
267,0,1.0
268,0,1.0
269,1,0.0
271,1,0.0
272,1,0.0
273,1,0.0
274,0,
275,0,1.0
276,0,
277,1,0.0
278,1,
279,0,1.0
280,0,1.0
281,0,
282,0,
283,0,1.0
284,1,0.0
285,0,1.0
286,0,1.0
287,0,1.0
288,0,1.0
289,1,0.0
290,0,1.0
291,0,
293,1,0.0
294,0,1.0
295,1,0.0
296,1,
297,0,1.0
298,0,1.0
299,0,1.0
301,0,1.0
302,1,
303,1,
304,0,
305,0,1.0
306,0,1.0
307,0,1.0
308,1,0.0
309,0,1.0
310,0,1.0
311,0,1.0
312,1,0.0
313,1,
314,0,
315,0,1.0
317,1,
318,0,
319,0,
321,0,1.0
322,1,
323,1,
324,0,
325,1,
327,0,
328,1,
330,1,
331,1,0.0
332,1,
333,1,0.0
334,0,1.0
335,1,
336,1,
337,1,0.0
338,0,1.0
340,0,1.0
341,1,0.0
342,1,
343,0,
344,0,
345,1,
346,1,
347,1,
349,0,
350,1,
351,1,0.0
352,1,0.0
353,0,
354,1,0.0
355,0,1.0
356,1,0.0
357,1,0.0
358,0,1.0
359,1,0.0
360,1,
361,0,1.0
362,0,
363,1,0.0
364,0,1.0
365,1,
366,0,1.0
367,0,
368,0,1.0
369,1,0.0
370,1,
371,0,1.0
372,1,0.0
373,1,0.0
374,1,
375,1,
376,0,
378,1,
379,0,
380,0,1.0
381,1,
382,0,1.0
383,1,0.0
384,0,
385,0,
386,0,
388,1,0.0
389,1,0.0
390,1,
391,1,
392,0,1.0
393,0,
394,1,0.0
395,1,0.0
396,1,0.0
397,0,1.0
398,1,0.0
399,1,0.0
400,1,0.0
401,0,1.0
402,0,
403,1,
404,0,1.0
405,0,
406,1,
408,0,1.0
410,0,1.0
411,1,
412,1,
413,0,
414,1,
415,0,
416,1,
417,1,
418,0,1.0
419,1,0.0
420,0,1.0
421,0,1.0
422,0,
423,1,0.0
424,1,0.0
425,1,0.0
427,1,0.0
428,1,
430,1,0.0
431,0,
432,0,1.0
433,0,1.0
434,1,0.0
435,1,0.0
436,1,0.0
437,1,0.0
438,1,
439,1,
440,0,
441,1,
442,1,
443,0,1.0
444,0,1.0
445,1,
446,0,1.0
447,1,
448,1,
449,1,0.0
450,1,0.0
451,0,1.0
453,0,
454,1,
455,0,1.0
456,1,0.0
458,1,
459,0,1.0
461,1,0.0
464,1,0.0
465,0,1.0
466,0,1.0
467,1,0.0
468,0,1.0
469,0,
470,1,
471,0,1.0
472,0,
473,1,0.0
474,0,1.0
475,0,
476,0,1.0
477,0,
479,0,1.0
480,1,0.0
481,1,
482,1,0.0
483,0,1.0
484,1,0.0
485,0,
486,0,
487,0,
488,0,
490,0,1.0
491,0,
492,0,
493,0,1.0
494,0,1.0
495,1,
496,1,
498,0,
499,1,0.0
500,1,
501,1,0.0
502,0,1.0
503,0,
504,0,1.0
505,1,
506,0,1.0
507,1,0.0
508,0,
509,1,
510,1,0.0
511,1,
513,0,1.0
514,0,
515,1,
516,0,
517,1,
518,0,1.0
519,1,0.0
520,0,1.0
521,1,0.0
522,0,1.0
523,1,
524,0,
525,0,
526,0,1.0
527,1,0.0
528,0,
530,0,
531,1,0.0
532,0,
533,1,
534,0,
535,0,
536,0,1.0
537,1,0.0
539,0,1.0
540,1,0.0
541,1,0.0
542,1,0.0
543,1,0.0
544,1,0.0
545,1,
546,1,
547,0,
548,1,0.0
549,1,
550,0,1.0
551,1,0.0
552,0,1.0
554,0,1.0
555,0,1.0
556,0,1.0
557,1,
558,0,
559,0,
560,1,0.0
561,1,0.0
562,1,
563,1,
564,0,1.0
565,1,0.0
566,0,1.0
567,1,
568,1,
569,0,1.0
570,1,0.0
571,0,1.0
572,0,1.0
573,0,1.0
575,0,
577,0,
579,0,1.0
580,0,1.0
581,0,1.0
582,0,1.0
583,1,0.0
584,0,1.0
585,0,
586,1,
587,1,
588,0,
589,0,1.0
590,1,
591,0,
592,1,0.0
593,0,
594,0,1.0
595,0,1.0
596,1,
597,0,1.0
598,0,1.0
599,0,
600,1,
601,0,1.0
602,0,
603,1,
604,0,1.0
605,1,0.0
606,0,
607,0,
608,1,0.0
609,1,
610,1,
611,1,0.0
612,0,1.0
613,0,1.0
614,0,1.0
615,1,0.0
617,1,0.0
618,1,0.0
619,1,
620,1,0.0
621,0,1.0
622,1,0.0
623,0,1.0
624,1,0.0
625,0,1.0
628,0,
629,0,1.0
630,1,
631,0,1.0
632,1,
633,0,1.0
634,1,
635,0,1.0
637,1,
638,0,1.0
639,1,0.0
640,1,
641,1,0.0
642,1,0.0
643,1,
644,0,1.0
645,1,0.0
646,1,
647,1,0.0
648,0,
649,0,1.0
650,1,0.0
651,0,
652,1,0.0
653,0,1.0
656,0,1.0
657,1,
658,0,1.0
659,0,
660,0,1.0
661,0,1.0
662,0,1.0
663,1,
664,0,1.0
665,0,1.0
666,0,1.0
667,0,
669,0,
670,0,
671,1,
672,0,1.0
674,1,0.0
675,0,1.0
676,1,
677,1,0.0
678,0,1.0
679,1,
680,1,
681,1,0.0
682,1,
683,0,1.0
684,1,0.0
685,0,
686,0,1.0
687,1,0.0
688,0,1.0
689,1,
690,1,0.0
691,0,1.0
692,0,1.0
693,0,1.0
694,0,
695,1,
696,0,
697,0,1.0
698,0,1.0
699,0,
700,1,0.0
701,0,
702,0,1.0
703,0,1.0
704,1,
705,1,
706,0,
707,1,
708,0,1.0
709,0,1.0
710,0,
711,1,0.0
712,0,1.0
713,0,1.0
714,0,1.0
715,0,1.0
716,0,
717,0,1.0
718,1,0.0
719,1,0.0
721,1,0.0
722,0,
723,0,1.0
724,0,
726,1,0.0
727,1,0.0
728,1,
729,1,
730,0,1.0
731,1,0.0
733,1,
734,1,
735,1,
736,0,1.0
737,1,
739,1,0.0
740,0,1.0
741,1,
742,0,1.0
743,0,1.0
744,1,0.0
745,1,0.0
746,0,
747,0,
748,1,0.0
749,1,0.0
750,0,1.0
752,1,0.0
753,0,1.0
754,1,0.0
755,0,1.0
757,1,
758,0,1.0
760,1,
761,1,0.0
762,1,0.0
763,1,
764,0,1.0
765,0,1.0
766,1,0.0
768,0,1.0
769,0,
770,0,
771,1,0.0
773,0,1.0
774,1,0.0
775,0,1.0
776,0,1.0
777,1,
778,1,
779,0,
781,0,1.0
782,1,
784,1,
785,0,
786,1,
787,0,
788,0,1.0
789,0,
790,0,1.0
791,1,
792,0,
793,0,1.0
794,1,0.0
795,1,0.0
796,0,
797,0,
798,0,
799,1,
800,0,1.0
801,0,
802,0,1.0
803,1,0.0
804,0,1.0
805,0,1.0
806,1,0.0
807,1,
808,1,
809,0,
810,0,1.0
811,1,
812,0,
813,1,
814,0,1.0
815,0,1.0
816,1,
817,1,0.0
818,1,0.0
819,1,0.0
820,0,1.0
821,0,1.0
822,1,0.0
823,1,
824,0,1.0
826,1,
827,0,1.0
828,0,1.0
829,0,1.0
830,0,1.0
831,0,1.0
832,0,
833,1,
835,1,0.0
836,0,1.0
837,1,0.0
838,0,
839,0,1.0
840,0,1.0
841,0,
842,0,1.0
843,0,1.0
845,0,
846,0,1.0
847,1,
848,0,
849,1,
850,1,
851,0,1.0
852,0,
853,1,
854,0,
855,1,
856,1,
857,1,0.0
859,1,0.0
860,0,1.0
863,1,0.0
864,0,1.0
865,0,1.0
866,1,
867,0,1.0
868,1,0.0
869,0,1.0
870,0,1.0
871,1,
873,1,
874,0,
875,0,
876,1,
878,0,1.0
880,1,0.0
881,0,
882,1,0.0
883,1,0.0
884,0,1.0
885,1,0.0
