,0,1
1,Write-In cells: 0,
2,Overvote cells: 153,
3,LYNETTE GIBSON MCELHANEY: 0,
4,NONI D. SESSION: 1,
6,0,1.0
7,0,1.0
8,0,1.0
9,0,1.0
10,1,0.0
11,0,1.0
12,1,0.0
14,0,1.0
15,0,
16,0,
17,0,
18,1,
19,0,1.0
20,1,0.0
21,1,
22,1,
23,1,0.0
24,0,1.0
25,0,
26,0,
27,0,
28,0,1.0
29,1,0.0
30,0,1.0
31,0,1.0
32,1,0.0
33,0,1.0
34,0,
35,0,
36,1,
37,0,1.0
38,0,1.0
39,0,1.0
40,0,1.0
41,0,1.0
43,0,1.0
44,1,
45,1,0.0
46,0,1.0
47,0,1.0
48,1,
49,0,1.0
50,0,1.0
51,0,
53,1,
54,0,
55,1,
56,0,1.0
57,1,0.0
58,0,1.0
60,1,
61,1,
63,0,
64,1,0.0
65,0,
66,0,
67,0,
69,0,1.0
70,0,
71,0,1.0
72,0,1.0
73,1,0.0
75,0,
76,0,1.0
77,0,
78,0,1.0
79,0,1.0
80,0,1.0
81,0,1.0
82,0,1.0
83,0,1.0
84,1,
85,0,
86,0,
87,1,0.0
88,1,0.0
89,0,
90,0,
92,1,0.0
93,0,1.0
94,1,0.0
95,0,1.0
97,1,
98,0,
99,1,
100,1,
101,0,1.0
102,0,1.0
104,0,1.0
105,1,
106,1,
107,0,
108,0,
109,1,
110,1,0.0
111,1,
112,1,
113,0,1.0
114,0,1.0
115,0,
116,0,
117,1,
118,1,
119,1,
120,1,
121,1,
123,1,0.0
124,1,
125,1,
126,0,
127,1,0.0
129,0,
130,0,
131,0,
132,0,
133,0,1.0
134,1,
137,0,
138,0,1.0
139,0,1.0
140,0,1.0
141,0,
142,1,
143,0,
144,0,1.0
145,1,0.0
146,0,1.0
148,0,
149,0,
150,0,
151,0,1.0
152,0,
153,0,1.0
154,0,
155,0,
156,0,1.0
157,0,1.0
158,0,1.0
159,0,1.0
160,0,
161,0,1.0
162,0,
164,1,0.0
165,0,1.0
166,1,
167,1,0.0
169,0,1.0
170,0,1.0
171,0,
172,0,1.0
173,0,1.0
174,0,
175,1,0.0
176,0,1.0
177,0,
179,0,
180,0,1.0
181,0,1.0
183,0,1.0
184,0,1.0
185,1,
186,0,
189,0,1.0
190,0,1.0
191,1,
192,0,
193,0,1.0
194,0,1.0
195,0,
196,0,1.0
197,0,1.0
199,0,
200,0,
201,0,
204,0,
205,0,
206,0,1.0
207,0,
208,1,0.0
209,0,1.0
210,1,
211,0,
212,0,1.0
213,0,
214,0,
215,0,1.0
216,1,
217,1,0.0
218,0,
219,0,
221,1,
222,0,1.0
223,1,
224,0,
225,1,0.0
226,0,
227,0,1.0
228,0,
229,0,1.0
231,0,1.0
232,0,1.0
234,0,
235,0,
236,0,1.0
237,1,0.0
238,0,1.0
239,0,
241,0,
242,0,
243,0,
245,1,
246,0,1.0
248,1,0.0
249,1,
250,0,1.0
251,0,
252,1,0.0
253,1,0.0
254,1,
255,0,
256,0,
257,0,
258,0,
260,0,1.0
261,0,
262,1,
263,0,
264,0,
265,0,1.0
266,0,1.0
267,1,
268,0,
269,0,1.0
270,1,
271,0,1.0
272,0,
273,0,1.0
274,1,
275,0,1.0
276,0,1.0
277,0,1.0
278,0,1.0
279,0,
280,0,
281,0,
282,0,
283,1,
284,0,1.0
285,1,
286,0,1.0
287,1,0.0
288,1,
289,0,1.0
290,0,1.0
291,0,1.0
292,0,1.0
293,1,0.0
294,1,0.0
295,1,
296,0,1.0
298,0,
299,0,1.0
300,1,0.0
301,0,1.0
304,1,
305,1,0.0
309,0,
310,0,
312,0,1.0
313,1,
314,0,
315,0,1.0
316,1,
317,0,1.0
318,0,
319,1,0.0
320,0,
321,1,0.0
322,1,
323,0,1.0
324,0,
325,1,0.0
326,0,
327,0,1.0
328,1,0.0
329,0,
330,1,
332,1,0.0
333,1,
334,1,
335,0,
336,1,0.0
337,0,1.0
338,0,1.0
339,0,
341,0,
342,1,
343,0,1.0
344,1,0.0
345,1,
346,0,1.0
347,0,1.0
348,1,
349,1,
350,1,
351,0,1.0
352,1,
353,0,1.0
354,1,
355,0,
356,0,
358,1,
360,0,1.0
361,1,
362,0,
364,0,
365,0,
366,0,
367,0,1.0
368,0,
369,0,1.0
370,0,1.0
371,0,
373,0,
374,0,1.0
375,0,
377,1,
378,0,
379,0,
380,1,
381,0,
382,0,
383,1,
385,0,1.0
386,0,
387,1,0.0
388,0,
390,0,
391,0,1.0
392,0,
393,0,1.0
394,1,
395,1,
396,1,
397,0,
398,1,
399,1,0.0
400,0,
401,1,
402,1,0.0
403,1,
404,1,0.0
405,1,0.0
406,1,
407,1,
409,1,
410,1,
411,0,
413,1,0.0
414,1,
415,1,
416,0,1.0
417,0,1.0
418,1,
419,1,0.0
420,1,
421,1,
422,0,1.0
423,0,
424,0,
425,1,
426,0,1.0
427,1,0.0
428,0,1.0
429,0,
430,0,1.0
431,1,
432,0,1.0
433,1,
434,0,1.0
436,0,1.0
437,0,1.0
438,0,1.0
439,0,1.0
440,1,0.0
441,0,1.0
442,0,
443,0,1.0
445,1,
446,0,
448,0,
449,1,
450,1,
451,1,0.0
452,1,
454,0,
455,1,
456,0,1.0
457,1,
458,1,
459,0,
460,1,
461,0,
463,0,
464,1,
465,0,
466,1,0.0
467,0,1.0
468,0,1.0
469,0,1.0
470,1,0.0
471,1,0.0
472,0,
473,0,
474,0,1.0
475,0,
476,0,1.0
478,0,1.0
479,1,
480,0,
481,0,1.0
482,0,1.0
483,0,1.0
484,1,
485,0,1.0
486,0,
487,0,1.0
488,0,1.0
489,1,
490,0,1.0
491,1,
492,0,1.0
493,1,
494,0,
495,1,0.0
497,0,1.0
499,1,
500,1,
501,0,
503,1,
504,0,1.0
505,0,
506,1,
507,1,
509,0,
510,1,0.0
512,0,
515,1,
516,0,1.0
517,0,
518,1,
519,0,
520,1,
521,0,
523,1,
524,1,
526,1,0.0
527,0,1.0
528,0,
529,0,1.0
530,0,1.0
531,0,
532,1,
533,1,0.0
534,0,
535,0,1.0
536,1,0.0
537,0,1.0
538,0,1.0
539,0,
540,0,1.0
541,0,1.0
542,1,0.0
543,0,1.0
544,0,1.0
545,1,
546,1,
547,0,
548,0,
549,0,
550,0,1.0
551,0,1.0
552,1,
553,1,0.0
554,1,0.0
555,0,1.0
556,0,1.0
557,1,
559,0,1.0
560,0,
561,1,0.0
562,0,1.0
563,0,1.0
564,0,1.0
565,0,1.0
566,1,0.0
567,0,1.0
568,1,
570,0,1.0
571,0,
572,1,0.0
573,0,1.0
574,0,1.0
575,1,0.0
576,0,
578,0,
579,1,
580,0,1.0
581,1,0.0
582,0,1.0
583,0,
584,0,1.0
585,0,1.0
586,0,
588,0,1.0
590,1,0.0
591,0,1.0
592,1,0.0
593,1,
594,1,
595,1,0.0
596,1,0.0
598,0,
599,0,1.0
600,0,1.0
601,0,1.0
603,0,
604,1,0.0
605,1,
606,1,
607,0,
608,0,1.0
609,0,1.0
610,1,
611,1,
612,0,
613,0,
616,1,0.0
617,0,1.0
618,0,
620,0,1.0
623,0,
624,0,1.0
625,0,1.0
626,0,
627,1,
628,0,
629,1,
630,0,1.0
631,1,
632,0,1.0
634,0,1.0
635,0,1.0
637,0,1.0
638,0,1.0
639,0,1.0
640,0,1.0
641,0,1.0
642,0,1.0
643,0,1.0
644,1,0.0
646,1,0.0
647,0,
648,0,
649,0,1.0
650,0,1.0
651,0,1.0
652,0,1.0
653,0,
654,0,
655,1,0.0
657,0,1.0
660,1,
661,0,
662,0,
663,0,
664,0,1.0
665,1,
666,0,
667,0,
668,0,
669,1,0.0
670,1,
671,1,0.0
672,0,
674,0,
675,1,
676,0,1.0
677,1,
678,0,
679,1,
680,1,0.0
681,1,0.0
682,0,
683,0,
684,0,
685,0,
686,0,1.0
687,0,
688,0,1.0
689,0,1.0
690,1,
691,0,
692,1,0.0
693,1,
694,1,0.0
695,0,1.0
696,0,
697,0,1.0
698,0,1.0
699,0,1.0
700,1,
701,0,1.0
702,0,
703,0,1.0
704,1,
705,0,
706,0,1.0
707,1,0.0
708,1,0.0
709,1,
710,1,
711,0,1.0
712,1,
713,0,1.0
714,1,
715,0,
716,0,
717,0,
718,1,0.0
720,1,0.0
722,0,
723,1,
724,1,
725,1,
726,1,
727,0,
728,1,
729,0,
730,0,
731,1,
732,1,
733,0,1.0
734,1,0.0
735,1,
736,1,
737,0,
738,1,0.0
739,0,
740,0,1.0
741,1,0.0
742,0,
743,0,
744,0,
745,0,
746,1,0.0
747,0,
749,1,
750,0,1.0
751,1,0.0
752,0,1.0
753,0,1.0
754,0,
755,0,
756,1,
757,1,
758,0,
759,1,
760,0,
762,0,1.0
763,0,1.0
764,1,
765,0,
766,1,
767,1,0.0
768,0,
769,0,1.0
770,1,
771,1,
772,1,
773,0,
774,1,
775,0,
776,1,0.0
777,0,1.0
778,1,0.0
779,0,
780,1,0.0
781,0,1.0
782,1,
785,1,
786,1,0.0
787,0,1.0
788,1,0.0
789,0,1.0
790,0,
791,0,
792,1,
793,1,0.0
794,0,1.0
795,1,
796,0,
797,1,
798,1,0.0
799,0,1.0
800,0,1.0
801,1,
802,1,
803,1,
805,0,
806,1,0.0
808,0,
809,0,
810,0,
811,1,0.0
812,1,0.0
814,0,1.0
815,0,1.0
816,0,1.0
817,1,
818,1,
819,0,
820,1,0.0
821,1,0.0
822,0,1.0
823,0,
824,1,0.0
825,0,1.0
826,1,
827,1,
828,1,
829,0,
830,0,1.0
833,0,
834,0,
835,1,
836,0,
839,0,1.0
840,1,
841,0,
842,0,
843,1,
844,0,1.0
845,1,0.0
846,1,
847,1,
848,1,
850,1,
851,0,1.0
852,0,1.0
853,1,0.0
855,1,
856,0,1.0
857,0,1.0
858,0,1.0
859,1,
860,1,
861,0,1.0
