,0,1,2,3,4,5,6
1,Write-In cells: 514,,,,,,
2,Overvote cells: 297,,,,,,
3,RICHARD RAYA: 0,,,,,,
4,GORDON ''DON'' LINK: 1,,,,,,
5,AMY LEMLEY: 2,,,,,,
6,LEN RAPHAEL: 3,,,,,,
7,CRAIG BRANDT: 4,,,,,,
8,DONALD MACLEAY: 5,,,,,,
9,DAN KALB: 6,,,,,,
10,0,1.0,2.0,,,,
11,3,4.0,5.0,,,,
12,2,,,,,,
13,2,,,,,,
14,1,2.0,0.0,,,,
15,2,4.0,3.0,,,,
16,2,0.0,6.0,,,,
17,6,1.0,4.0,,,,
18,6,0.0,3.0,,,,
19,0,2.0,3.0,,,,
20,3,,,,,,
21,3,,,,,,
22,6,2.0,0.0,,,,
23,6,2.0,0.0,,,,
24,1,,,,,,
25,0,,,,,,
26,6,0.0,4.0,,,,
27,6,,,,,,
28,2,6.0,0.0,,,,
29,6,,,,,,
30,6,,,,,,
31,2,6.0,,,,,
32,6,2.0,,,,,
33,0,4.0,2.0,,,,
34,6,2.0,,,,,
36,2,6.0,0.0,,,,
37,2,,,,,,
38,2,0.0,1.0,,,,
39,6,,,,,,
40,0,2.0,6.0,,,,
42,0,,,,,,
43,6,2.0,3.0,,,,
44,6,0.0,,,,,
45,6,2.0,0.0,,,,
46,0,1.0,3.0,,,,
47,6,0.0,2.0,,,,
48,6,2.0,4.0,,,,
49,6,,,,,,
50,0,6.0,,,,,
51,3,5.0,4.0,,,,
52,6,,,,,,
54,0,6.0,,,,,
55,3,,,,,,
56,1,4.0,,,,,
57,0,2.0,3.0,,,,
58,6,0.0,2.0,,,,
59,3,1.0,0.0,,,,
60,0,6.0,5.0,,,,
61,0,4.0,1.0,,,,
62,6,,,,,,
63,0,,,,,,
65,0,6.0,,,,,
67,0,,,,,,
68,1,0.0,6.0,,,,
69,3,1.0,0.0,,,,
70,2,,,,,,
71,2,6.0,0.0,,,,
72,2,4.0,0.0,,,,
73,6,0.0,,,,,
74,6,3.0,4.0,,,,
75,2,4.0,6.0,,,,
76,0,1.0,4.0,,,,
77,3,6.0,0.0,,,,
78,0,6.0,1.0,,,,
79,6,0.0,4.0,,,,
80,1,,,,,,
81,2,0.0,1.0,,,,
82,6,,,,,,
84,0,3.0,2.0,,,,
85,0,4.0,2.0,,,,
86,6,,,,,,
87,3,4.0,1.0,,,,
88,2,6.0,,,,,
89,6,2.0,,,,,
90,2,0.0,4.0,,,,
91,2,0.0,4.0,,,,
92,2,4.0,0.0,,,,
93,2,,,,,,
94,6,2.0,0.0,,,,
95,1,0.0,2.0,,,,
96,2,,,,,,
97,6,0.0,2.0,,,,
98,2,6.0,1.0,,,,
99,2,0.0,6.0,,,,
100,0,2.0,,,,,
101,2,6.0,0.0,,,,
102,4,2.0,,,,,
103,2,3.0,6.0,,,,
104,6,2.0,0.0,,,,
105,0,2.0,3.0,,,,
106,0,,,,,,
107,4,0.0,5.0,,,,
108,2,6.0,3.0,,,,
109,0,2.0,1.0,,,,
110,6,2.0,3.0,,,,
111,3,2.0,,,,,
112,2,,,,,,
113,2,,,,,,
114,2,,,,,,
115,0,3.0,4.0,,,,
116,2,0.0,1.0,,,,
117,2,0.0,1.0,,,,
118,4,3.0,,,,,
119,2,6.0,3.0,,,,
120,2,0.0,6.0,,,,
121,2,1.0,0.0,,,,
123,4,,,,,,
124,6,,,,,,
125,6,5.0,4.0,,,,
127,6,,,,,,
128,0,4.0,1.0,,,,
129,2,,,,,,
130,2,0.0,4.0,,,,
131,6,,,,,,
132,0,2.0,1.0,,,,
133,0,2.0,6.0,,,,
134,5,6.0,2.0,,,,
135,6,,,,,,
136,6,3.0,1.0,,,,
137,6,3.0,1.0,,,,
138,6,,,,,,
139,6,,,,,,
140,0,1.0,6.0,,,,
141,2,4.0,1.0,,,,
142,0,3.0,6.0,,,,
143,2,0.0,6.0,,,,
144,6,,,,,,
145,6,,,,,,
146,6,0.0,,,,,
147,6,2.0,0.0,,,,
148,3,4.0,0.0,,,,
149,6,2.0,5.0,,,,
151,6,0.0,2.0,,,,
152,6,2.0,0.0,,,,
153,6,0.0,,,,,
154,4,3.0,,,,,
155,6,,,,,,
156,2,6.0,3.0,,,,
157,1,2.0,0.0,,,,
158,2,1.0,0.0,,,,
159,6,,,,,,
160,0,6.0,2.0,,,,
161,2,0.0,,,,,
162,2,,,,,,
164,6,,,,,,
165,6,,,,,,
166,3,1.0,,,,,
167,4,3.0,1.0,,,,
168,3,1.0,,,,,
169,3,0.0,4.0,,,,
170,3,0.0,1.0,,,,
171,0,3.0,2.0,,,,
172,0,2.0,4.0,,,,
173,2,3.0,,,,,
174,6,0.0,1.0,,,,
175,6,0.0,3.0,,,,
176,6,2.0,5.0,,,,
177,6,,,,,,
178,2,4.0,1.0,,,,
